"Atm";"ProcessDate";"Withdrawal"
"ATM7";"2017-04-29";11220
"ATM7";"2017-04-30";11810
"ATM7";"2017-05-02";22530
"ATM7";"2017-05-04";23070
"ATM7";"2017-05-05";11440
"ATM7";"2017-05-06";15370
"ATM7";"2017-05-07";4310
"ATM7";"2017-05-08";8400
"ATM7";"2017-05-09";22200
"ATM7";"2017-05-10";21080
"ATM7";"2017-05-11";21110
"ATM7";"2017-05-12";17780
"ATM7";"2017-05-13";11300
"ATM7";"2017-05-14";8750
"ATM7";"2017-05-15";25180
"ATM7";"2017-05-16";15060
"ATM7";"2017-05-17";15400
"ATM7";"2017-05-18";14330
"ATM7";"2017-05-19";29750
"ATM7";"2017-05-20";22890
"ATM7";"2017-05-21";6900
"ATM7";"2017-05-22";12640
"ATM7";"2017-05-23";11730
"ATM7";"2017-05-24";13500
"ATM7";"2017-05-25";11370
"ATM7";"2017-05-26";8810
"ATM7";"2017-05-27";8780
"ATM7";"2017-05-28";4840
"ATM7";"2017-05-29";12940
"ATM7";"2017-05-30";23680
"ATM7";"2017-05-31";17610
"ATM7";"2017-06-01";21070
"ATM7";"2017-06-02";11150
"ATM7";"2017-06-03";16410
"ATM7";"2017-06-05";17940
"ATM7";"2017-06-06";19130
"ATM7";"2017-06-07";1250
"ATM7";"2017-06-08";8490
"ATM7";"2017-06-09";12450
"ATM7";"2017-06-10";13350
"ATM7";"2017-06-11";7700
"ATM7";"2017-06-12";9210
"ATM7";"2017-06-13";14010
"ATM7";"2017-06-14";22990
"ATM7";"2017-06-16";8830
"ATM7";"2017-06-17";2530
"ATM7";"2017-06-20";4240
"ATM7";"2017-06-21";17310
"ATM7";"2017-06-22";12410
"ATM7";"2017-06-23";9770
"ATM7";"2017-06-24";14660
"ATM7";"2017-06-25";6500
"ATM7";"2017-06-26";10240
"ATM7";"2017-06-27";6620
"ATM7";"2017-06-28";21460
"ATM7";"2017-06-29";8780
"ATM7";"2017-06-30";16960
"ATM7";"2017-07-01";30250
"ATM7";"2017-07-02";4990
"ATM7";"2017-07-03";23870
"ATM7";"2017-07-04";20020
"ATM7";"2017-07-05";20630
"ATM7";"2017-07-06";25190
"ATM7";"2017-07-07";11880
"ATM7";"2017-07-08";21230
"ATM7";"2017-07-09";6140
"ATM7";"2017-07-10";18210
"ATM7";"2017-07-11";8940
"ATM7";"2017-07-12";9330
"ATM7";"2017-07-13";7290
"ATM7";"2017-07-14";29090
"ATM7";"2017-07-15";11280
"ATM7";"2017-07-16";3220
"ATM7";"2017-07-17";15090
"ATM7";"2017-07-18";7440
"ATM7";"2017-07-19";8220
"ATM7";"2017-07-20";18690
"ATM7";"2017-07-21";10220
"ATM7";"2017-07-22";20240
"ATM7";"2017-07-23";900
"ATM7";"2017-07-24";11260
"ATM7";"2017-07-25";18430
"ATM7";"2017-07-26";6870
"ATM7";"2017-07-27";8230
"ATM7";"2017-07-28";22270
"ATM7";"2017-07-29";23020
"ATM7";"2017-07-30";6500
"ATM7";"2017-07-31";3700
"ATM7";"2017-08-01";34790
"ATM7";"2017-08-02";12350
"ATM7";"2017-08-03";7590
"ATM7";"2017-08-04";10950
"ATM7";"2017-08-05";5270
"ATM7";"2017-08-06";3710
"ATM7";"2017-08-07";6410
"ATM7";"2017-08-08";23360
"ATM7";"2017-08-09";35220
"ATM7";"2017-08-10";29830
"ATM7";"2017-08-11";23420
"ATM7";"2017-08-12";26650
"ATM7";"2017-08-13";17500
"ATM7";"2017-08-14";21720
"ATM7";"2017-08-16";1990
"ATM7";"2017-08-17";9210
"ATM7";"2017-08-18";18960
"ATM7";"2017-08-19";37780
"ATM7";"2017-08-20";10030
"ATM7";"2017-08-21";14360
"ATM7";"2017-08-22";9450
"ATM7";"2017-08-23";20350
"ATM7";"2017-08-24";22530
"ATM7";"2017-08-25";8100
"ATM7";"2017-08-26";12740
"ATM7";"2017-08-27";7350
"ATM7";"2017-08-28";23330
"ATM7";"2017-08-29";25240
"ATM7";"2017-08-30";11850
"ATM7";"2017-08-31";39690
"ATM7";"2017-09-01";26460
"ATM7";"2017-09-02";17370
"ATM7";"2017-09-03";4380
"ATM7";"2017-09-04";29140
"ATM7";"2017-09-05";16540
"ATM7";"2017-09-06";15960
"ATM7";"2017-09-07";11800
"ATM7";"2017-09-08";33940
"ATM7";"2017-09-09";8190
"ATM7";"2017-09-10";10510
"ATM7";"2017-09-11";13320
"ATM7";"2017-09-12";19630
"ATM7";"2017-09-13";16000
"ATM7";"2017-09-14";7130
"ATM7";"2017-09-15";11670
"ATM7";"2017-09-16";42910
"ATM7";"2017-09-17";8700
"ATM7";"2017-09-18";7170
"ATM7";"2017-09-19";13570
"ATM7";"2017-09-20";12120
"ATM7";"2017-09-21";12000
"ATM7";"2017-09-22";19890
"ATM7";"2017-09-23";9630
"ATM7";"2017-09-24";3540
"ATM7";"2017-09-25";15200
"ATM7";"2017-09-26";34690
"ATM7";"2017-09-27";20870
"ATM7";"2017-09-28";39840
"ATM7";"2017-09-29";19740
"ATM7";"2017-09-30";15130
"ATM7";"2017-10-01";6410
"ATM7";"2017-10-02";18940
"ATM7";"2017-10-03";11980
"ATM7";"2017-10-04";11650
"ATM7";"2017-10-05";16390
"ATM7";"2017-10-06";6920
"ATM7";"2017-10-07";6960
"ATM7";"2017-10-08";23330
"ATM7";"2017-10-09";20450
"ATM7";"2017-10-10";18990
"ATM7";"2017-10-11";11860
"ATM7";"2017-10-12";27680
"ATM7";"2017-10-13";28970
"ATM7";"2017-10-14";5490
"ATM7";"2017-10-15";4300
"ATM7";"2017-10-16";10910
"ATM7";"2017-10-17";19690
"ATM7";"2017-10-18";1680
"ATM7";"2017-10-19";13380
"ATM7";"2017-10-20";17080
"ATM7";"2017-10-21";7290
"ATM7";"2017-10-22";4690
"ATM7";"2017-10-23";5160
"ATM7";"2017-10-24";18590
"ATM7";"2017-10-25";9620
"ATM7";"2017-10-26";20820
"ATM7";"2017-10-27";20590
"ATM7";"2017-10-28";23290
"ATM7";"2017-10-29";3200
"ATM7";"2017-10-30";8440
"ATM7";"2017-10-31";21280
"ATM7";"2017-11-02";32010
"ATM7";"2017-11-03";18970
"ATM7";"2017-11-04";14810
"ATM7";"2017-11-05";5110
"ATM7";"2017-11-06";16570
"ATM7";"2017-11-07";12270
"ATM7";"2017-11-08";25390
"ATM7";"2017-11-09";27800
"ATM7";"2017-11-10";41210
"ATM7";"2017-11-12";15020
"ATM7";"2017-11-13";19640
"ATM7";"2017-11-14";16550
"ATM7";"2017-11-15";28560
"ATM7";"2017-11-16";25180
"ATM7";"2017-11-17";25140
"ATM7";"2017-11-18";18550
"ATM7";"2017-11-19";7390
"ATM7";"2017-11-20";22570
"ATM7";"2017-11-21";27520
"ATM7";"2017-11-22";37960
"ATM7";"2017-11-23";22720
"ATM7";"2017-11-24";50790
"ATM7";"2017-11-25";7690
"ATM7";"2017-11-26";8040
"ATM7";"2017-11-27";18410
"ATM7";"2017-11-28";8670
"ATM7";"2017-11-29";28110
"ATM7";"2017-11-30";8300
"ATM7";"2017-12-01";14280
"ATM7";"2017-12-02";15270
"ATM7";"2017-12-03";4590
"ATM7";"2017-12-04";14360
"ATM7";"2017-12-05";9420
"ATM7";"2017-12-06";15100
"ATM7";"2017-12-07";7010
"ATM7";"2017-12-08";11670
"ATM7";"2017-12-09";9570
"ATM7";"2017-12-10";4090
"ATM7";"2017-12-11";10290
"ATM7";"2017-12-12";5430
"ATM7";"2017-12-13";5930
"ATM7";"2017-12-14";14660
"ATM7";"2017-12-15";9050
"ATM7";"2017-12-16";16510
"ATM7";"2017-12-17";980
"ATM7";"2017-12-18";6270
"ATM7";"2017-12-19";27140
"ATM7";"2017-12-20";13380
"ATM7";"2017-12-21";36300
"ATM7";"2017-12-22";9420
"ATM7";"2017-12-23";10070
"ATM7";"2017-12-27";17370
"ATM7";"2017-12-28";25920
"ATM7";"2017-12-29";10940
"ATM7";"2017-12-30";150
"ATM7";"2017-12-31";1200
"ATM7";"2018-01-02";7990
"ATM7";"2018-01-03";10900
"ATM7";"2018-01-04";7150
"ATM7";"2018-01-05";16520
"ATM7";"2018-01-07";4530
"ATM7";"2018-01-08";10160
"ATM7";"2018-01-09";11370
"ATM7";"2018-01-10";18270
"ATM7";"2018-01-11";14390
"ATM7";"2018-01-12";6680
"ATM7";"2018-01-13";4840
"ATM7";"2018-01-15";5200
"ATM7";"2018-01-16";3060
"ATM7";"2018-01-17";6780
"ATM7";"2018-01-18";11630
"ATM7";"2018-01-19";9320
"ATM7";"2018-01-20";10390
"ATM7";"2018-01-21";3230
"ATM7";"2018-01-22";6120
"ATM7";"2018-01-23";13520
"ATM7";"2018-01-24";6130
"ATM7";"2018-01-25";14350
"ATM7";"2018-01-26";3280
"ATM7";"2018-01-27";2000
"ATM7";"2018-01-28";1420
"ATM7";"2018-01-29";2050
"ATM7";"2018-01-30";5170
"ATM7";"2018-01-31";12660
"ATM7";"2018-02-01";5830
"ATM7";"2018-02-02";12450
"ATM7";"2018-02-03";1660
"ATM7";"2018-02-04";560
"ATM7";"2018-02-05";6760
"ATM7";"2018-02-06";12310
"ATM7";"2018-02-07";16130
"ATM7";"2018-02-08";14510
"ATM7";"2018-02-09";8850
"ATM7";"2018-02-11";10540
"ATM7";"2018-02-12";15200
"ATM7";"2018-02-13";6100
"ATM7";"2018-02-14";6720
"ATM7";"2018-02-15";9090
"ATM7";"2018-02-16";19560
"ATM7";"2018-02-17";15600
"ATM7";"2018-02-18";1700
"ATM7";"2018-02-19";12250
"ATM7";"2018-02-20";14200
"ATM7";"2018-02-21";16490
"ATM7";"2018-02-22";29290
"ATM7";"2018-02-23";26200
"ATM7";"2018-02-24";14510
"ATM7";"2018-02-25";14950
"ATM7";"2018-02-26";16260
"ATM7";"2018-02-27";4090
"ATM7";"2018-02-28";8140
"ATM7";"2018-03-01";14350
"ATM7";"2018-03-02";9880
"ATM7";"2018-03-03";12640
"ATM7";"2018-03-04";15000
"ATM7";"2018-03-05";24590
"ATM7";"2018-03-06";4990
"ATM7";"2018-03-07";6130
"ATM7";"2018-03-08";8780
"ATM7";"2018-03-09";15680
"ATM7";"2018-03-10";12380
"ATM7";"2018-03-12";7030
"ATM7";"2018-03-13";12610
"ATM7";"2018-03-14";9660
"ATM7";"2018-03-15";5870
"ATM7";"2018-03-16";14010
"ATM7";"2018-03-17";16030
"ATM7";"2018-03-19";14280
"ATM7";"2018-03-20";11810
"ATM7";"2018-03-21";15870
"ATM7";"2018-03-22";13000
"ATM7";"2018-03-23";20000
"ATM7";"2018-03-24";16970
"ATM7";"2018-03-25";6850
"ATM7";"2018-03-26";8090
"ATM7";"2018-03-27";22260
"ATM7";"2018-03-28";14990
"ATM7";"2018-03-29";7290
"ATM7";"2018-03-30";25750
"ATM7";"2018-03-31";7150
"ATM7";"2018-04-03";5680
"ATM7";"2018-04-04";26740
"ATM7";"2018-04-05";15370
"ATM7";"2018-04-06";15350
"ATM7";"2018-04-07";18470
"ATM7";"2018-04-09";17820
"ATM7";"2018-04-10";46190
"ATM7";"2018-04-11";8750
"ATM7";"2018-04-12";11850
"ATM7";"2018-04-13";11540
"ATM7";"2018-04-14";3750
"ATM7";"2018-04-16";17620
"ATM7";"2018-04-17";15600
"ATM7";"2018-04-18";12170
"ATM7";"2018-04-19";17780
"ATM7";"2018-04-20";5150
"ATM7";"2018-04-21";15160
"ATM7";"2018-04-23";14650
"ATM7";"2018-04-24";18170
"ATM7";"2018-04-25";10810
"ATM7";"2018-04-26";20260
"ATM7";"2018-04-27";18410
"ATM7";"2018-04-28";15630
"ATM7";"2018-04-29";6630
"ATM7";"2018-04-30";29920
"ATM7";"2018-05-02";11820
"ATM7";"2018-05-04";11150
"ATM7";"2018-05-05";15720
"ATM7";"2018-05-06";3260
"ATM7";"2018-05-07";19740
"ATM7";"2018-05-09";6900
"ATM7";"2018-05-10";7050
"ATM7";"2018-05-11";21250
"ATM7";"2018-05-12";23270
"ATM7";"2018-05-14";20120
"ATM7";"2018-05-15";15650
"ATM7";"2018-05-16";7520
"ATM7";"2018-05-17";15980
"ATM7";"2018-05-18";23860
"ATM7";"2018-05-19";6220
"ATM7";"2018-05-21";14540
"ATM7";"2018-05-22";12910
"ATM7";"2018-05-23";25570
"ATM7";"2018-05-24";10250
"ATM7";"2018-05-25";26760
"ATM7";"2018-05-26";8020
"ATM7";"2018-05-27";3950
"ATM7";"2018-05-28";13510
"ATM7";"2018-05-29";16360
"ATM7";"2018-05-30";23770
"ATM7";"2018-06-01";7310
"ATM7";"2018-06-02";7220
"ATM7";"2018-06-03";3740
"ATM7";"2018-06-04";7750
"ATM7";"2018-06-05";12170
"ATM7";"2018-06-06";8380
"ATM7";"2018-06-07";11020
"ATM7";"2018-06-08";7110
"ATM7";"2018-06-09";12530
"ATM7";"2018-06-11";17040
"ATM7";"2018-06-12";16110
"ATM7";"2018-06-13";12650
"ATM7";"2018-06-14";10920
"ATM7";"2018-06-15";19110
"ATM7";"2018-06-16";12520
"ATM7";"2018-06-18";19030
"ATM7";"2018-06-19";12450
"ATM7";"2018-06-20";10290
"ATM7";"2018-06-21";17490
"ATM7";"2018-06-22";13730
"ATM7";"2018-06-23";6910
"ATM7";"2018-06-24";4720
"ATM7";"2018-06-25";11080
"ATM7";"2018-06-26";10670
"ATM7";"2018-06-27";9620
"ATM7";"2018-06-28";17390
"ATM7";"2018-06-29";16300
"ATM7";"2018-06-30";8640
"ATM7";"2018-07-01";1500
"ATM7";"2018-07-02";10070
"ATM7";"2018-07-03";17890
"ATM7";"2018-07-04";14490
"ATM7";"2018-07-05";5880
"ATM7";"2018-07-06";17890
"ATM7";"2018-07-07";20310
"ATM7";"2018-07-09";12830
"ATM7";"2018-07-10";14410
"ATM7";"2018-07-11";18060
"ATM7";"2018-07-12";21150
"ATM7";"2018-07-13";16940
"ATM7";"2018-07-14";5010
"ATM7";"2018-07-16";19210
"ATM7";"2018-07-17";15910
"ATM7";"2018-07-18";8370
"ATM7";"2018-07-19";24980
"ATM7";"2018-07-20";15570
"ATM7";"2018-07-21";16940
"ATM7";"2018-07-23";20290
"ATM7";"2018-07-24";17200
"ATM7";"2018-07-25";19830
"ATM7";"2018-07-26";8490
"ATM7";"2018-07-27";6250
"ATM7";"2018-07-28";7230
"ATM7";"2018-07-29";7900
"ATM7";"2018-07-30";15690
"ATM7";"2018-07-31";11670
"ATM7";"2018-08-01";10470
"ATM7";"2018-08-02";16930
"ATM7";"2018-08-03";15210
"ATM7";"2018-08-04";9460
"ATM7";"2018-08-05";8880
"ATM7";"2018-08-06";21390
"ATM7";"2018-08-07";13810
"ATM7";"2018-08-08";26580
"ATM7";"2018-08-09";10810
"ATM7";"2018-08-10";19420
"ATM7";"2018-08-11";12970
"ATM7";"2018-08-13";10480
"ATM7";"2018-08-14";30460
"ATM7";"2018-08-16";18150
"ATM7";"2018-08-17";7340
"ATM7";"2018-08-18";6610
"ATM7";"2018-08-20";8080
"ATM7";"2018-08-21";10200
"ATM7";"2018-08-22";9210
"ATM7";"2018-08-23";17330
"ATM7";"2018-08-24";11010
"ATM7";"2018-08-25";6870
"ATM7";"2018-08-26";7290
"ATM7";"2018-08-27";24640
"ATM7";"2018-08-28";12110
"ATM7";"2018-08-29";34490
"ATM7";"2018-08-30";9770
"ATM7";"2018-08-31";19560
"ATM7";"2018-09-01";10380
"ATM7";"2018-09-02";13160
"ATM7";"2018-09-03";20760
"ATM7";"2018-09-04";5020
"ATM7";"2018-09-05";9420
"ATM7";"2018-09-06";12100
"ATM7";"2018-09-07";18800
"ATM7";"2018-09-08";10450
"ATM7";"2018-09-10";16630
"ATM7";"2018-09-11";20260
"ATM7";"2018-09-12";11890
"ATM7";"2018-09-13";19150
"ATM7";"2018-09-14";17740
"ATM7";"2018-09-15";11720
"ATM7";"2018-09-17";15600
"ATM7";"2018-09-18";11350
"ATM7";"2018-09-19";17350
"ATM7";"2018-09-20";5050
"ATM7";"2018-09-21";29210
"ATM7";"2018-09-22";16270
"ATM7";"2018-09-24";12610
"ATM7";"2018-09-25";16240
"ATM7";"2018-09-26";10650
"ATM7";"2018-09-27";22440
"ATM7";"2018-09-28";17890
"ATM7";"2018-09-29";17590
"ATM7";"2018-09-30";8880
"ATM7";"2018-10-01";21260
"ATM7";"2018-10-02";15940
"ATM7";"2018-10-03";14260
"ATM7";"2018-10-04";8440
"ATM7";"2018-10-05";17070
"ATM7";"2018-10-06";15620
"ATM7";"2018-10-07";6350
"ATM7";"2018-10-08";13340
"ATM7";"2018-10-09";20320
"ATM7";"2018-10-10";10750
"ATM7";"2018-10-11";33440
"ATM7";"2018-10-12";19200
"ATM7";"2018-10-13";10370
"ATM7";"2018-10-15";10740
"ATM7";"2018-10-16";16320
"ATM7";"2018-10-17";11920
"ATM7";"2018-10-18";12770
"ATM7";"2018-10-19";20770
"ATM7";"2018-10-20";11570
"ATM7";"2018-10-22";12870
"ATM7";"2018-10-23";12920
"ATM7";"2018-10-24";11640
"ATM7";"2018-10-25";15230
"ATM7";"2018-10-26";24000
"ATM7";"2018-10-27";13040
"ATM7";"2018-10-28";23420
"ATM7";"2018-10-29";10660
"ATM7";"2018-10-30";13350
"ATM7";"2018-10-31";11590
"ATM7";"2018-11-02";12490
"ATM7";"2018-11-03";6780
"ATM7";"2018-11-04";5770
"ATM7";"2018-11-05";10500
"ATM7";"2018-11-06";10730
"ATM7";"2018-11-07";10780
"ATM7";"2018-11-08";30510
"ATM7";"2018-11-09";18940
"ATM7";"2018-11-10";12590
"ATM7";"2018-11-13";21920
"ATM7";"2018-11-14";19060
"ATM7";"2018-11-15";15500
"ATM7";"2018-11-16";14040
"ATM7";"2018-11-17";21520
"ATM7";"2018-11-19";15040
"ATM7";"2018-11-20";12650
"ATM7";"2018-11-21";19000
"ATM7";"2018-11-22";7820
"ATM7";"2018-11-23";30110
"ATM7";"2018-11-24";8110
"ATM7";"2018-11-25";5420
"ATM7";"2018-11-26";19530
"ATM7";"2018-11-27";12010
"ATM7";"2018-11-28";14120
"ATM7";"2018-11-29";19070
"ATM7";"2018-11-30";19560
"ATM7";"2018-12-01";2200
"ATM7";"2018-12-02";8170
"ATM7";"2018-12-03";9770
"ATM7";"2018-12-04";13590
"ATM7";"2018-12-05";14900
"ATM7";"2018-12-06";18410
"ATM7";"2018-12-07";24560
"ATM7";"2018-12-08";18180
"ATM7";"2018-12-10";30850
"ATM7";"2018-12-11";25610
"ATM7";"2018-12-12";7840
"ATM7";"2018-12-13";4960
"ATM7";"2018-12-14";25730
"ATM7";"2018-12-15";9580
"ATM7";"2018-12-16";8450
"ATM7";"2018-12-17";13260
"ATM7";"2018-12-18";18910
"ATM7";"2018-12-19";46240
"ATM7";"2018-12-20";42370
"ATM7";"2018-12-21";15160
"ATM7";"2018-12-22";12200
"ATM7";"2018-12-23";3380
"ATM7";"2018-12-24";1160
"ATM7";"2018-12-27";8330
"ATM7";"2018-12-28";14030
"ATM7";"2018-12-29";2170
"ATM7";"2018-12-30";7200
"ATM7";"2018-12-31";16400
"ATM7";"2019-01-02";4900
"ATM7";"2019-01-03";13490
"ATM7";"2019-01-04";19180
"ATM7";"2019-01-05";19780
"ATM7";"2019-01-07";15530
"ATM7";"2019-01-08";10980
"ATM7";"2019-01-09";21350
"ATM7";"2019-01-10";12860
"ATM7";"2019-01-11";23800
"ATM7";"2019-01-12";9040
"ATM7";"2019-01-14";13220
"ATM7";"2019-01-15";7100
"ATM7";"2019-01-16";7930
"ATM7";"2019-01-17";17400
"ATM7";"2019-01-18";17120
"ATM7";"2019-01-19";7080
"ATM7";"2019-01-21";18980
"ATM7";"2019-01-22";6380
"ATM7";"2019-01-23";15640
"ATM7";"2019-01-24";16100
"ATM7";"2019-01-25";13250
"ATM7";"2019-01-26";7840
"ATM7";"2019-01-27";7500
"ATM7";"2019-01-28";14400
"ATM7";"2019-01-29";17130
"ATM7";"2019-01-30";13210
"ATM7";"2019-01-31";11740
"ATM7";"2019-02-01";31970
"ATM7";"2019-02-02";6400
"ATM7";"2019-02-06";2080
"ATM7";"2019-02-07";24130
"ATM7";"2019-02-08";41270
"ATM7";"2019-02-09";10790
"ATM7";"2019-02-11";29640
"ATM7";"2019-02-12";14890
"ATM7";"2019-02-13";12850
"ATM7";"2019-02-14";12850
"ATM7";"2019-02-15";21430
"ATM7";"2019-02-16";6280
"ATM7";"2019-02-18";9510
"ATM7";"2019-02-19";7240
"ATM7";"2019-02-20";12460
"ATM7";"2019-02-21";27690
"ATM7";"2019-02-22";16590
"ATM7";"2019-02-23";9140
"ATM7";"2019-02-24";3730
"ATM7";"2019-02-25";8300
"ATM7";"2019-02-26";13380
"ATM7";"2019-02-27";14260
"ATM7";"2019-02-28";21410
"ATM7";"2019-03-01";12000
"ATM7";"2019-03-02";18210
"ATM7";"2019-03-04";19970
"ATM7";"2019-03-05";6560
"ATM7";"2019-03-06";10390
"ATM7";"2019-03-07";1790
"ATM7";"2019-03-08";14260
"ATM7";"2019-03-09";15150
"ATM7";"2019-03-11";16040
"ATM7";"2019-03-12";19290
"ATM7";"2019-03-13";15020
"ATM7";"2019-03-14";21950
"ATM7";"2019-03-15";14430
"ATM7";"2019-03-16";20770
"ATM7";"2019-03-18";11760
"ATM7";"2019-03-19";16500
"ATM7";"2019-03-20";13430
"ATM7";"2019-03-21";15530
"ATM7";"2019-03-22";13680
"ATM7";"2019-03-23";11260
"ATM7";"2019-03-25";10500
"ATM7";"2019-03-26";20720
"ATM7";"2019-03-27";7210
"ATM7";"2019-03-28";15870
"ATM7";"2019-03-29";16110
"ATM7";"2019-03-30";9120
"ATM7";"2019-03-31";4470
"ATM7";"2019-04-01";16030
"ATM7";"2019-04-02";15400
"ATM7";"2019-04-03";15730
"ATM7";"2019-04-04";14570
"ATM7";"2019-04-05";17710
"ATM7";"2019-04-06";15960
"ATM7";"2019-04-08";23790
"ATM7";"2019-04-09";10260
"ATM7";"2019-04-10";20270
"ATM7";"2019-04-11";19050
"ATM7";"2019-04-12";23060
"ATM7";"2019-04-13";16440
"ATM7";"2019-04-14";10830
"ATM7";"2019-04-15";14280
"ATM7";"2019-04-16";19400
"ATM7";"2019-04-17";10090
"ATM7";"2019-04-18";18540
"ATM7";"2019-04-19";8940
"ATM7";"2019-04-20";6270
"ATM7";"2019-04-23";9540
"ATM7";"2019-04-24";17410
"ATM7";"2019-04-25";17360
"ATM7";"2019-04-26";24940
"ATM7";"2019-04-27";8470
"ATM7";"2019-04-28";10450
"ATM7";"2019-04-29";11570
"ATM7";"2019-04-30";17170
"ATM7";"2019-05-02";21170
"ATM7";"2019-05-04";8870
"ATM7";"2019-05-06";27360
"ATM7";"2019-05-07";24180
"ATM7";"2019-05-08";15260
"ATM7";"2019-05-09";31410
"ATM7";"2019-05-10";24190
"ATM7";"2019-05-11";13460
"ATM7";"2019-05-13";3050
"ATM7";"2019-05-14";8520
"ATM7";"2019-05-15";14640
"ATM7";"2019-05-16";9540
"ATM7";"2019-05-17";19270
"ATM7";"2019-05-18";12270
"ATM7";"2019-05-20";15980
"ATM7";"2019-05-21";19130
"ATM7";"2019-05-22";11960
"ATM7";"2019-05-23";14070
"ATM7";"2019-05-24";16030
"ATM7";"2019-05-25";20130
"ATM7";"2019-05-26";3310
"ATM7";"2019-05-27";11420
"ATM7";"2019-05-28";19660
"ATM7";"2019-05-29";21120
"ATM7";"2019-05-30";14950
"ATM7";"2019-05-31";18450
"ATM7";"2019-06-01";4610
"ATM7";"2019-06-03";10190
"ATM7";"2019-06-04";26920
"ATM7";"2019-06-05";20320
"ATM7";"2019-06-06";22470
"ATM7";"2019-06-07";9920
"ATM7";"2019-06-08";8390
"ATM7";"2019-06-10";50620
"ATM7";"2019-06-11";18270
"ATM7";"2019-06-12";12760
"ATM7";"2019-06-13";14760
"ATM7";"2019-06-14";23960
"ATM7";"2019-06-15";7080
"ATM7";"2019-06-17";4990
