"Atm";"ProcessDate";"Withdrawal"
"ATM8";"2017-08-10";15390
"ATM8";"2017-08-11";24740
"ATM8";"2017-08-12";26080
"ATM8";"2017-08-13";22620
"ATM8";"2017-08-14";16870
"ATM8";"2017-08-15";20340
"ATM8";"2017-08-16";13890
"ATM8";"2017-08-17";16160
"ATM8";"2017-08-18";22670
"ATM8";"2017-08-19";12060
"ATM8";"2017-08-20";3500
"ATM8";"2017-08-21";8140
"ATM8";"2017-08-22";5810
"ATM8";"2017-08-23";9240
"ATM8";"2017-08-24";18830
"ATM8";"2017-08-25";18660
"ATM8";"2017-08-26";18630
"ATM8";"2017-08-27";13340
"ATM8";"2017-08-28";6480
"ATM8";"2017-08-29";8230
"ATM8";"2017-08-30";10320
"ATM8";"2017-08-31";11060
"ATM8";"2017-09-01";9430
"ATM8";"2017-09-02";4400
"ATM8";"2017-09-03";1670
"ATM8";"2017-09-04";5000
"ATM8";"2017-09-05";1790
"ATM8";"2017-09-06";750
"ATM8";"2017-09-07";3330
"ATM8";"2017-09-08";900
"ATM8";"2017-09-09";6590
"ATM8";"2017-09-10";2650
"ATM8";"2017-09-11";3300
"ATM8";"2017-09-12";3440
"ATM8";"2017-09-13";1670
"ATM8";"2017-09-14";1910
"ATM8";"2017-09-15";4150
"ATM8";"2017-09-16";2590
"ATM8";"2017-09-17";10450
"ATM8";"2017-09-18";1300
"ATM8";"2017-09-19";400
"ATM8";"2017-09-20";1500
"ATM8";"2017-09-21";1900
"ATM8";"2017-09-22";1400
"ATM8";"2017-09-23";1720
"ATM8";"2017-09-24";1230
"ATM8";"2017-09-25";440
"ATM8";"2017-09-26";400
"ATM8";"2017-09-27";610
"ATM8";"2017-09-28";2970
"ATM8";"2017-09-29";1280
"ATM8";"2017-09-30";3400
"ATM8";"2017-10-01";1800
"ATM8";"2017-10-02";1550
"ATM8";"2017-10-03";850
"ATM8";"2017-10-04";900
"ATM8";"2017-10-05";1000
"ATM8";"2017-10-06";3850
"ATM8";"2017-10-07";2000
"ATM8";"2017-10-08";2400
"ATM8";"2017-10-09";5400
"ATM8";"2017-10-10";350
"ATM8";"2017-10-11";9300
"ATM8";"2017-10-12";1350
"ATM8";"2017-10-13";4530
"ATM8";"2017-10-14";2830
"ATM8";"2017-10-15";1470
"ATM8";"2017-10-16";700
"ATM8";"2017-10-17";1500
"ATM8";"2017-10-18";1680
"ATM8";"2017-10-19";1000
"ATM8";"2017-10-20";980
"ATM8";"2017-10-21";3120
"ATM8";"2017-10-22";950
"ATM8";"2017-10-23";7000
"ATM8";"2017-10-25";1860
"ATM8";"2017-10-26";300
"ATM8";"2017-10-27";1400
"ATM8";"2017-10-28";500
"ATM8";"2017-10-29";2390
"ATM8";"2017-10-30";2000
"ATM8";"2017-10-31";1100
"ATM8";"2017-11-01";1300
"ATM8";"2017-11-02";1000
"ATM8";"2017-11-03";2750
"ATM8";"2017-11-04";2450
"ATM8";"2017-11-05";170
"ATM8";"2017-11-06";770
"ATM8";"2017-11-07";5640
"ATM8";"2017-11-08";40
"ATM8";"2017-11-09";3440
"ATM8";"2017-11-10";1760
"ATM8";"2017-11-11";3090
"ATM8";"2017-11-12";980
"ATM8";"2017-11-13";1250
"ATM8";"2017-11-14";800
"ATM8";"2017-11-15";150
"ATM8";"2017-11-16";450
"ATM8";"2017-11-17";600
"ATM8";"2017-11-18";2800
"ATM8";"2017-11-19";2280
"ATM8";"2017-11-20";330
"ATM8";"2017-11-21";400
"ATM8";"2017-11-22";300
"ATM8";"2017-11-23";500
"ATM8";"2017-11-24";600
"ATM8";"2017-11-25";1900
"ATM8";"2017-11-26";5160
"ATM8";"2017-11-27";1800
"ATM8";"2017-11-28";730
"ATM8";"2017-11-29";3000
"ATM8";"2017-11-30";260
"ATM8";"2017-12-01";5300
"ATM8";"2017-12-02";22240
"ATM8";"2017-12-03";14720
"ATM8";"2017-12-04";11530
"ATM8";"2017-12-05";4650
"ATM8";"2017-12-06";4980
"ATM8";"2017-12-07";17470
"ATM8";"2017-12-08";24760
"ATM8";"2017-12-09";43370
"ATM8";"2017-12-10";44630
"ATM8";"2017-12-11";30220
"ATM8";"2017-12-12";11860
"ATM8";"2017-12-13";16860
"ATM8";"2017-12-14";28070
"ATM8";"2017-12-15";43720
"ATM8";"2017-12-16";67950
"ATM8";"2017-12-17";56460
"ATM8";"2017-12-19";6170
"ATM8";"2017-12-20";37360
"ATM8";"2017-12-21";45240
"ATM8";"2017-12-22";42760
"ATM8";"2017-12-23";58760
"ATM8";"2017-12-24";26680
"ATM8";"2017-12-25";49650
"ATM8";"2017-12-26";112710
"ATM8";"2017-12-27";130020
"ATM8";"2017-12-28";111050
"ATM8";"2017-12-29";142970
"ATM8";"2017-12-30";109120
"ATM8";"2017-12-31";79030
"ATM8";"2018-01-01";94170
"ATM8";"2018-01-02";70340
"ATM8";"2018-01-03";75620
"ATM8";"2018-01-04";71150
"ATM8";"2018-01-05";78830
"ATM8";"2018-01-06";76900
"ATM8";"2018-01-07";53400
"ATM8";"2018-01-08";64600
"ATM8";"2018-01-09";57160
"ATM8";"2018-01-10";60780
"ATM8";"2018-01-11";72130
"ATM8";"2018-01-12";76620
"ATM8";"2018-01-13";116530
"ATM8";"2018-01-14";21850
"ATM8";"2018-01-15";30320
"ATM8";"2018-01-16";75880
"ATM8";"2018-01-17";79740
"ATM8";"2018-01-18";118190
"ATM8";"2018-01-19";81480
"ATM8";"2018-01-20";106500
"ATM8";"2018-01-21";123200
"ATM8";"2018-01-22";131410
"ATM8";"2018-01-23";88040
"ATM8";"2018-01-24";78540
"ATM8";"2018-01-25";91150
"ATM8";"2018-01-26";132960
"ATM8";"2018-01-27";89430
"ATM8";"2018-01-28";89840
"ATM8";"2018-01-29";100570
"ATM8";"2018-01-30";59740
"ATM8";"2018-01-31";71750
"ATM8";"2018-02-01";101410
"ATM8";"2018-02-02";68040
"ATM8";"2018-02-03";75830
"ATM8";"2018-02-04";87880
"ATM8";"2018-02-05";83350
"ATM8";"2018-02-06";74870
"ATM8";"2018-02-07";60410
"ATM8";"2018-02-08";81740
"ATM8";"2018-02-09";170430
"ATM8";"2018-02-10";120990
"ATM8";"2018-02-11";103870
"ATM8";"2018-02-12";111280
"ATM8";"2018-02-13";92290
"ATM8";"2018-02-14";109700
"ATM8";"2018-02-15";111190
"ATM8";"2018-02-16";109810
"ATM8";"2018-02-17";114080
"ATM8";"2018-02-18";110330
"ATM8";"2018-02-19";88730
"ATM8";"2018-02-20";70690
"ATM8";"2018-02-21";90320
"ATM8";"2018-02-22";94730
"ATM8";"2018-02-23";103020
"ATM8";"2018-02-24";72810
"ATM8";"2018-02-25";63920
"ATM8";"2018-02-26";62300
"ATM8";"2018-02-27";43080
"ATM8";"2018-02-28";43310
"ATM8";"2018-03-01";55170
"ATM8";"2018-03-02";93910
"ATM8";"2018-03-03";80390
"ATM8";"2018-03-04";63360
"ATM8";"2018-03-05";53210
"ATM8";"2018-03-06";37480
"ATM8";"2018-03-07";35670
"ATM8";"2018-03-08";41520
"ATM8";"2018-03-09";61180
"ATM8";"2018-03-10";56860
"ATM8";"2018-03-11";47900
"ATM8";"2018-03-12";24480
"ATM8";"2018-03-13";21670
"ATM8";"2018-03-14";20670
"ATM8";"2018-03-15";24190
"ATM8";"2018-03-16";25730
"ATM8";"2018-03-17";44640
"ATM8";"2018-03-18";31240
"ATM8";"2018-03-19";13540
"ATM8";"2018-03-20";21800
"ATM8";"2018-03-21";11590
"ATM8";"2018-03-22";7790
"ATM8";"2018-03-23";22990
"ATM8";"2018-03-24";43510
"ATM8";"2018-03-25";25180
"ATM8";"2018-03-26";12970
"ATM8";"2018-03-27";9840
"ATM8";"2018-03-28";10200
"ATM8";"2018-03-29";17750
"ATM8";"2018-03-30";25050
"ATM8";"2018-03-31";23250
"ATM8";"2018-04-01";21350
"ATM8";"2018-04-02";21870
"ATM8";"2018-04-03";11540
"ATM8";"2018-04-04";8520
"ATM8";"2018-04-05";2500
"ATM8";"2018-04-06";2100
"ATM8";"2018-04-07";1080
"ATM8";"2018-04-08";400
"ATM8";"2018-04-09";300
"ATM8";"2018-04-10";440
"ATM8";"2018-04-11";1430
"ATM8";"2018-04-12";1000
"ATM8";"2018-04-13";4130
"ATM8";"2018-04-14";5950
"ATM8";"2018-04-15";580
"ATM8";"2018-04-16";2050
"ATM8";"2018-04-17";20
"ATM8";"2018-04-18";250
"ATM8";"2018-04-19";1450
"ATM8";"2018-04-20";1920
"ATM8";"2018-04-21";600
"ATM8";"2018-04-22";2700
"ATM8";"2018-04-24";1150
"ATM8";"2018-04-25";3400
"ATM8";"2018-04-26";3300
"ATM8";"2018-04-27";870
"ATM8";"2018-04-28";5850
"ATM8";"2018-04-29";4650
"ATM8";"2018-04-30";6630
"ATM8";"2018-05-01";9130
"ATM8";"2018-05-02";9740
"ATM8";"2018-05-03";5870
"ATM8";"2018-05-04";4170
"ATM8";"2018-05-05";10730
"ATM8";"2018-05-06";520
"ATM8";"2018-05-07";860
"ATM8";"2018-05-08";50
"ATM8";"2018-05-09";1000
"ATM8";"2018-05-10";600
"ATM8";"2018-05-11";1700
"ATM8";"2018-05-12";1420
"ATM8";"2018-05-13";1080
"ATM8";"2018-05-14";2770
"ATM8";"2018-05-15";700
"ATM8";"2018-05-16";1550
"ATM8";"2018-05-17";400
"ATM8";"2018-05-18";670
"ATM8";"2018-05-19";1170
"ATM8";"2018-05-20";1140
"ATM8";"2018-05-21";1000
"ATM8";"2018-05-22";3220
"ATM8";"2018-05-23";4070
"ATM8";"2018-05-24";1400
"ATM8";"2018-05-25";1900
"ATM8";"2018-05-26";570
"ATM8";"2018-05-27";900
"ATM8";"2018-05-28";270
"ATM8";"2018-05-29";900
"ATM8";"2018-05-30";220
"ATM8";"2018-05-31";1250
"ATM8";"2018-06-01";9620
"ATM8";"2018-06-02";10000
"ATM8";"2018-06-03";2150
"ATM8";"2018-06-04";820
"ATM8";"2018-06-05";400
"ATM8";"2018-06-06";420
"ATM8";"2018-06-07";1410
"ATM8";"2018-06-08";2100
"ATM8";"2018-06-09";5230
"ATM8";"2018-06-10";3270
"ATM8";"2018-06-11";850
"ATM8";"2018-06-12";3200
"ATM8";"2018-06-13";1000
"ATM8";"2018-06-14";420
"ATM8";"2018-06-15";2650
"ATM8";"2018-06-16";1250
"ATM8";"2018-06-17";1160
"ATM8";"2018-06-18";3390
"ATM8";"2018-06-19";2130
"ATM8";"2018-06-20";980
"ATM8";"2018-06-21";600
"ATM8";"2018-06-22";2430
"ATM8";"2018-06-23";22520
"ATM8";"2018-06-24";2430
"ATM8";"2018-06-25";2050
"ATM8";"2018-06-26";5980
"ATM8";"2018-06-27";4190
"ATM8";"2018-06-28";4060
"ATM8";"2018-06-29";7460
"ATM8";"2018-06-30";10700
"ATM8";"2018-07-01";5470
"ATM8";"2018-07-02";4800
"ATM8";"2018-07-03";6570
"ATM8";"2018-07-04";12610
"ATM8";"2018-07-05";7960
"ATM8";"2018-07-06";7300
"ATM8";"2018-07-07";9930
"ATM8";"2018-07-08";7740
"ATM8";"2018-07-09";10270
"ATM8";"2018-07-10";8940
"ATM8";"2018-07-11";6080
"ATM8";"2018-07-12";9640
"ATM8";"2018-07-13";16740
"ATM8";"2018-07-14";14450
"ATM8";"2018-07-15";8500
"ATM8";"2018-07-16";11040
"ATM8";"2018-07-17";7640
"ATM8";"2018-07-18";2460
"ATM8";"2018-07-19";6620
"ATM8";"2018-07-20";9880
"ATM8";"2018-07-21";5910
"ATM8";"2018-07-22";19940
"ATM8";"2018-07-23";9460
"ATM8";"2018-07-24";10170
"ATM8";"2018-07-25";11180
"ATM8";"2018-07-26";12260
"ATM8";"2018-07-27";15940
"ATM8";"2018-07-28";26890
"ATM8";"2018-07-29";12880
"ATM8";"2018-07-30";8420
"ATM8";"2018-07-31";12190
"ATM8";"2018-08-01";12050
"ATM8";"2018-08-02";15690
"ATM8";"2018-08-03";9820
"ATM8";"2018-08-04";30180
"ATM8";"2018-08-05";25810
"ATM8";"2018-08-06";16390
"ATM8";"2018-08-07";7700
"ATM8";"2018-08-08";12180
"ATM8";"2018-08-09";12530
"ATM8";"2018-08-10";9840
"ATM8";"2018-08-11";8250
"ATM8";"2018-08-12";8940
"ATM8";"2018-08-13";14700
"ATM8";"2018-08-14";14210
"ATM8";"2018-08-15";21630
"ATM8";"2018-08-16";14520
"ATM8";"2018-08-17";16800
"ATM8";"2018-08-18";17500
"ATM8";"2018-08-19";8760
"ATM8";"2018-08-20";13060
"ATM8";"2018-08-21";13650
"ATM8";"2018-08-22";9790
"ATM8";"2018-08-23";13150
"ATM8";"2018-08-24";11500
"ATM8";"2018-08-25";7690
"ATM8";"2018-08-26";7200
"ATM8";"2018-08-27";5510
"ATM8";"2018-08-28";11370
"ATM8";"2018-08-29";8730
"ATM8";"2018-08-30";11900
"ATM8";"2018-08-31";6010
"ATM8";"2018-09-01";7070
"ATM8";"2018-09-02";3620
"ATM8";"2018-09-03";2610
"ATM8";"2018-09-04";500
"ATM8";"2018-09-05";470
"ATM8";"2018-09-06";1400
"ATM8";"2018-09-07";9240
"ATM8";"2018-09-08";5440
"ATM8";"2018-09-09";4920
"ATM8";"2018-09-10";9440
"ATM8";"2018-09-11";3500
"ATM8";"2018-09-12";2150
"ATM8";"2018-09-13";2430
"ATM8";"2018-09-14";5870
"ATM8";"2018-09-15";8740
"ATM8";"2018-09-16";2270
"ATM8";"2018-09-17";4320
"ATM8";"2018-09-18";4600
"ATM8";"2018-09-19";1020
"ATM8";"2018-09-20";2950
"ATM8";"2018-09-21";4130
"ATM8";"2018-09-22";3970
"ATM8";"2018-09-23";3300
"ATM8";"2018-09-24";1050
"ATM8";"2018-09-25";1000
"ATM8";"2018-09-26";1680
"ATM8";"2018-09-27";1040
"ATM8";"2018-09-28";4640
"ATM8";"2018-09-29";650
"ATM8";"2018-09-30";1050
"ATM8";"2018-10-01";1100
"ATM8";"2018-10-02";150
"ATM8";"2018-10-03";1040
"ATM8";"2018-10-04";900
"ATM8";"2018-10-05";3820
"ATM8";"2018-10-06";3410
"ATM8";"2018-10-07";1500
"ATM8";"2018-10-08";480
"ATM8";"2018-10-09";900
"ATM8";"2018-10-10";2150
"ATM8";"2018-10-11";2830
"ATM8";"2018-10-12";640
"ATM8";"2018-10-13";1860
"ATM8";"2018-10-14";3150
"ATM8";"2018-10-15";2150
"ATM8";"2018-10-16";1460
"ATM8";"2018-10-17";2070
"ATM8";"2018-10-18";2180
"ATM8";"2018-10-19";2450
"ATM8";"2018-10-20";2600
"ATM8";"2018-10-21";4800
"ATM8";"2018-10-23";1120
"ATM8";"2018-10-24";50
"ATM8";"2018-10-25";1500
"ATM8";"2018-10-26";1300
"ATM8";"2018-10-27";100
"ATM8";"2018-10-28";1350
"ATM8";"2018-10-29";3200
"ATM8";"2018-10-30";1650
"ATM8";"2018-10-31";130
"ATM8";"2018-11-01";3200
"ATM8";"2018-11-02";4620
"ATM8";"2018-11-03";3950
"ATM8";"2018-11-04";3800
"ATM8";"2018-11-05";600
"ATM8";"2018-11-07";850
"ATM8";"2018-11-08";3200
"ATM8";"2018-11-09";7900
"ATM8";"2018-11-10";2560
"ATM8";"2018-11-11";4650
"ATM8";"2018-11-12";3500
"ATM8";"2018-11-13";80
"ATM8";"2018-11-14";3050
"ATM8";"2018-11-15";1750
"ATM8";"2018-11-16";1610
"ATM8";"2018-11-17";350
"ATM8";"2018-11-18";1690
"ATM8";"2018-11-19";500
"ATM8";"2018-11-20";350
"ATM8";"2018-11-21";200
"ATM8";"2018-11-22";1100
"ATM8";"2018-11-23";4500
"ATM8";"2018-11-24";1150
"ATM8";"2018-11-25";950
"ATM8";"2018-11-27";1000
"ATM8";"2018-11-28";650
"ATM8";"2018-11-29";2440
"ATM8";"2018-11-30";1300
"ATM8";"2018-12-01";13730
"ATM8";"2018-12-02";9490
"ATM8";"2018-12-03";1980
"ATM8";"2018-12-04";450
"ATM8";"2018-12-05";15950
"ATM8";"2018-12-06";13400
"ATM8";"2018-12-07";25550
"ATM8";"2018-12-08";28080
"ATM8";"2018-12-09";14480
"ATM8";"2018-12-10";16350
"ATM8";"2018-12-11";6390
"ATM8";"2018-12-12";11590
"ATM8";"2018-12-13";21750
"ATM8";"2018-12-14";25440
"ATM8";"2018-12-15";34840
"ATM8";"2018-12-16";40080
"ATM8";"2018-12-17";20680
"ATM8";"2018-12-18";16830
"ATM8";"2018-12-19";24030
"ATM8";"2018-12-20";19620
"ATM8";"2018-12-21";21580
"ATM8";"2018-12-22";11450
"ATM8";"2018-12-23";27280
"ATM8";"2018-12-24";35410
"ATM8";"2018-12-25";35170
"ATM8";"2018-12-26";72110
"ATM8";"2018-12-27";85960
"ATM8";"2018-12-28";100080
"ATM8";"2018-12-29";15290
"ATM8";"2018-12-30";98680
"ATM8";"2018-12-31";103380
"ATM8";"2019-01-01";78640
"ATM8";"2019-01-02";50500
"ATM8";"2019-01-03";64660
"ATM8";"2019-01-04";89450
"ATM8";"2019-01-05";78010
"ATM8";"2019-01-06";71920
"ATM8";"2019-01-07";66280
"ATM8";"2019-01-08";34820
"ATM8";"2019-01-09";44130
"ATM8";"2019-01-10";59070
"ATM8";"2019-01-11";70840
"ATM8";"2019-01-12";63980
"ATM8";"2019-01-13";80680
"ATM8";"2019-01-14";65780
"ATM8";"2019-01-15";63560
"ATM8";"2019-01-16";52060
"ATM8";"2019-01-17";64640
"ATM8";"2019-01-18";80990
"ATM8";"2019-01-19";84710
"ATM8";"2019-01-20";94330
"ATM8";"2019-01-21";81600
"ATM8";"2019-01-22";43520
"ATM8";"2019-01-23";58650
"ATM8";"2019-01-24";83620
"ATM8";"2019-01-25";106650
"ATM8";"2019-01-26";107310
"ATM8";"2019-01-27";130460
"ATM8";"2019-01-28";114330
"ATM8";"2019-01-29";82660
"ATM8";"2019-01-30";64600
"ATM8";"2019-01-31";88770
"ATM8";"2019-02-01";133740
"ATM8";"2019-02-02";98380
"ATM8";"2019-02-03";134210
"ATM8";"2019-02-04";46280
"ATM8";"2019-02-05";73200
"ATM8";"2019-02-06";72580
"ATM8";"2019-02-07";81430
"ATM8";"2019-02-08";117360
"ATM8";"2019-02-09";90190
"ATM8";"2019-02-10";125400
"ATM8";"2019-02-11";54520
"ATM8";"2019-02-12";61840
"ATM8";"2019-02-13";78610
"ATM8";"2019-02-14";84980
"ATM8";"2019-02-15";104870
"ATM8";"2019-02-16";84810
"ATM8";"2019-02-17";106450
"ATM8";"2019-02-18";97920
"ATM8";"2019-02-19";74400
"ATM8";"2019-02-20";69050
"ATM8";"2019-02-21";73660
"ATM8";"2019-02-22";88870
"ATM8";"2019-02-23";80440
"ATM8";"2019-02-24";78420
"ATM8";"2019-02-25";58300
"ATM8";"2019-02-26";30760
"ATM8";"2019-02-27";41670
"ATM8";"2019-02-28";44190
"ATM8";"2019-03-01";58050
"ATM8";"2019-03-02";63540
"ATM8";"2019-03-03";48480
"ATM8";"2019-03-04";32390
"ATM8";"2019-03-05";30620
"ATM8";"2019-03-06";29000
"ATM8";"2019-03-07";32090
"ATM8";"2019-03-08";49660
"ATM8";"2019-03-09";41290
"ATM8";"2019-03-10";27450
"ATM8";"2019-03-11";23100
"ATM8";"2019-03-12";10400
"ATM8";"2019-03-13";20770
"ATM8";"2019-03-14";26420
"ATM8";"2019-03-15";24660
"ATM8";"2019-03-16";31550
"ATM8";"2019-03-17";25450
"ATM8";"2019-03-18";16890
"ATM8";"2019-03-19";6400
"ATM8";"2019-03-20";15420
"ATM8";"2019-03-21";10950
"ATM8";"2019-03-22";13380
"ATM8";"2019-03-23";29620
"ATM8";"2019-03-24";16360
"ATM8";"2019-03-25";7010
"ATM8";"2019-03-26";6440
"ATM8";"2019-03-27";5790
"ATM8";"2019-03-28";7100
"ATM8";"2019-03-29";4220
"ATM8";"2019-03-30";8760
"ATM8";"2019-03-31";7160
"ATM8";"2019-04-01";8190
"ATM8";"2019-04-02";4000
"ATM8";"2019-04-03";2750
"ATM8";"2019-04-04";2060
"ATM8";"2019-04-05";10080
"ATM8";"2019-04-06";2480
"ATM8";"2019-04-07";3750
"ATM8";"2019-04-08";320
"ATM8";"2019-04-09";1000
"ATM8";"2019-04-10";2100
"ATM8";"2019-04-11";400
"ATM8";"2019-04-12";1760
"ATM8";"2019-04-13";370
"ATM8";"2019-04-14";420
"ATM8";"2019-04-15";890
"ATM8";"2019-04-16";650
"ATM8";"2019-04-17";20
