"Atm";"ProcessDate";"Withdrawal"
"ATM5";"2017-07-06";45430
"ATM5";"2017-07-07";41450
"ATM5";"2017-07-08";41510
"ATM5";"2017-07-09";22470
"ATM5";"2017-07-10";44690
"ATM5";"2017-07-11";40370
"ATM5";"2017-07-12";41230
"ATM5";"2017-07-13";39920
"ATM5";"2017-07-14";39470
"ATM5";"2017-07-15";37920
"ATM5";"2017-07-16";45710
"ATM5";"2017-07-17";41390
"ATM5";"2017-07-18";47600
"ATM5";"2017-07-19";50110
"ATM5";"2017-07-20";35500
"ATM5";"2017-07-21";49290
"ATM5";"2017-07-22";50990
"ATM5";"2017-07-23";44740
"ATM5";"2017-07-24";45640
"ATM5";"2017-07-25";25770
"ATM5";"2017-07-26";32750
"ATM5";"2017-07-27";35820
"ATM5";"2017-07-28";38680
"ATM5";"2017-07-29";49970
"ATM5";"2017-07-30";50700
"ATM5";"2017-07-31";58010
"ATM5";"2017-08-01";59530
"ATM5";"2017-08-02";63200
"ATM5";"2017-08-03";46520
"ATM5";"2017-08-04";53440
"ATM5";"2017-08-05";64130
"ATM5";"2017-08-06";50430
"ATM5";"2017-08-07";55560
"ATM5";"2017-08-08";47580
"ATM5";"2017-08-09";40580
"ATM5";"2017-08-10";56620
"ATM5";"2017-08-11";23750
"ATM5";"2017-08-12";44530
"ATM5";"2017-08-13";40870
"ATM5";"2017-08-14";57400
"ATM5";"2017-08-15";62820
"ATM5";"2017-08-16";50720
"ATM5";"2017-08-17";36420
"ATM5";"2017-08-18";43390
"ATM5";"2017-08-19";67620
"ATM5";"2017-08-20";40560
"ATM5";"2017-08-21";28280
"ATM5";"2017-08-22";35340
"ATM5";"2017-08-23";32780
"ATM5";"2017-08-24";35840
"ATM5";"2017-08-25";2820
"ATM5";"2017-08-26";2970
"ATM5";"2017-08-27";400
"ATM5";"2017-08-28";30800
"ATM5";"2017-08-29";29050
"ATM5";"2017-08-30";25870
"ATM5";"2017-08-31";19340
"ATM5";"2017-09-01";22750
"ATM5";"2017-09-02";24250
"ATM5";"2017-09-03";13550
"ATM5";"2017-09-04";21930
"ATM5";"2017-09-05";37380
"ATM5";"2017-09-06";10620
"ATM5";"2017-09-07";17640
"ATM5";"2017-09-08";20930
"ATM5";"2017-09-09";15680
"ATM5";"2017-09-10";13590
"ATM5";"2017-09-11";15270
"ATM5";"2017-09-12";19920
"ATM5";"2017-09-13";10660
"ATM5";"2017-09-14";20330
"ATM5";"2017-09-15";11640
"ATM5";"2017-09-16";7380
"ATM5";"2017-09-17";14820
"ATM5";"2017-09-18";15530
"ATM5";"2017-09-19";11250
"ATM5";"2017-09-20";15600
"ATM5";"2017-09-21";64510
"ATM5";"2017-09-22";16070
"ATM5";"2017-09-23";11960
"ATM5";"2017-09-24";11290
"ATM5";"2017-09-25";20740
"ATM5";"2017-09-26";5180
"ATM5";"2017-09-27";4830
"ATM5";"2017-09-28";6930
"ATM5";"2017-09-29";22250
"ATM5";"2017-09-30";42170
"ATM5";"2017-10-01";14890
"ATM5";"2017-10-02";13000
"ATM5";"2017-10-03";31810
"ATM5";"2017-10-04";22440
"ATM5";"2017-10-05";2650
"ATM5";"2017-10-06";9080
"ATM5";"2017-10-07";8890
"ATM5";"2017-10-08";5540
"ATM5";"2017-10-09";12430
"ATM5";"2017-10-10";12300
"ATM5";"2017-10-11";7840
"ATM5";"2017-10-12";6980
"ATM5";"2017-10-13";5650
"ATM5";"2017-10-14";10470
"ATM5";"2017-10-15";8230
"ATM5";"2017-10-16";8190
"ATM5";"2017-10-17";12200
"ATM5";"2017-10-18";13480
"ATM5";"2017-10-19";13010
"ATM5";"2017-10-20";22150
"ATM5";"2017-10-21";11270
"ATM5";"2017-10-22";5170
"ATM5";"2017-10-23";7380
"ATM5";"2017-10-24";5700
"ATM5";"2017-10-25";9490
"ATM5";"2017-10-26";12070
"ATM5";"2017-10-27";4790
"ATM5";"2017-10-28";14310
"ATM5";"2017-10-29";6200
"ATM5";"2017-10-30";9030
"ATM5";"2017-10-31";7800
"ATM5";"2017-11-01";3450
"ATM5";"2017-11-02";8170
"ATM5";"2017-11-03";9940
"ATM5";"2017-11-04";5750
"ATM5";"2017-11-05";6450
"ATM5";"2017-11-06";17370
"ATM5";"2017-11-07";8490
"ATM5";"2017-11-08";5930
"ATM5";"2017-11-09";9200
"ATM5";"2017-11-10";13860
"ATM5";"2017-11-11";5570
"ATM5";"2017-11-12";4290
"ATM5";"2017-11-13";11860
"ATM5";"2017-11-14";21340
"ATM5";"2017-11-15";7180
"ATM5";"2017-11-16";13500
"ATM5";"2017-11-17";10890
"ATM5";"2017-11-18";6540
"ATM5";"2017-11-19";8710
"ATM5";"2017-11-20";5210
"ATM5";"2017-11-21";6080
"ATM5";"2017-11-22";5320
"ATM5";"2017-11-23";5470
"ATM5";"2017-11-24";7490
"ATM5";"2017-11-25";7610
"ATM5";"2017-11-26";6050
"ATM5";"2017-11-27";5920
"ATM5";"2017-11-28";7360
"ATM5";"2017-11-29";2900
"ATM5";"2017-11-30";11530
"ATM5";"2017-12-01";9440
"ATM5";"2017-12-02";5510
"ATM5";"2017-12-03";5680
"ATM5";"2017-12-04";12390
"ATM5";"2017-12-05";11900
"ATM5";"2017-12-06";5140
"ATM5";"2017-12-07";5940
"ATM5";"2017-12-08";11930
"ATM5";"2017-12-09";2250
"ATM5";"2017-12-10";5080
"ATM5";"2017-12-11";11920
"ATM5";"2017-12-12";4790
"ATM5";"2017-12-13";8380
"ATM5";"2017-12-14";2750
"ATM5";"2017-12-15";11490
"ATM5";"2017-12-16";7340
"ATM5";"2017-12-17";1710
"ATM5";"2017-12-18";4520
"ATM5";"2017-12-19";7800
"ATM5";"2017-12-20";5570
"ATM5";"2017-12-21";3160
"ATM5";"2017-12-22";12980
"ATM5";"2017-12-23";8050
"ATM5";"2017-12-24";3890
"ATM5";"2017-12-25";2100
"ATM5";"2017-12-26";4450
"ATM5";"2017-12-27";10410
"ATM5";"2017-12-28";6410
"ATM5";"2017-12-29";8650
"ATM5";"2017-12-30";5500
"ATM5";"2017-12-31";5900
"ATM5";"2018-01-01";1850
"ATM5";"2018-01-02";6780
"ATM5";"2018-01-03";3200
"ATM5";"2018-01-04";5890
"ATM5";"2018-01-05";4980
"ATM5";"2018-01-06";4550
"ATM5";"2018-01-07";3500
"ATM5";"2018-01-08";3230
"ATM5";"2018-01-09";2930
"ATM5";"2018-01-10";4280
"ATM5";"2018-01-11";6900
"ATM5";"2018-01-12";15980
"ATM5";"2018-01-13";5870
"ATM5";"2018-01-14";1110
"ATM5";"2018-01-15";8220
"ATM5";"2018-01-16";6790
"ATM5";"2018-01-17";7250
"ATM5";"2018-01-18";1780
"ATM5";"2018-01-19";11040
"ATM5";"2018-01-20";2840
"ATM5";"2018-01-21";6220
"ATM5";"2018-01-22";4300
"ATM5";"2018-01-23";3490
"ATM5";"2018-01-24";10250
"ATM5";"2018-01-25";9240
"ATM5";"2018-01-26";7750
"ATM5";"2018-01-27";6670
"ATM5";"2018-01-28";1120
"ATM5";"2018-01-29";8880
"ATM5";"2018-01-30";3600
"ATM5";"2018-01-31";8540
"ATM5";"2018-02-01";4920
"ATM5";"2018-02-02";9710
"ATM5";"2018-02-03";7770
"ATM5";"2018-02-04";5410
"ATM5";"2018-02-05";8430
"ATM5";"2018-02-06";10540
"ATM5";"2018-02-07";4240
"ATM5";"2018-02-08";8220
"ATM5";"2018-02-09";7310
"ATM5";"2018-02-10";5160
"ATM5";"2018-02-11";5600
"ATM5";"2018-02-12";8860
"ATM5";"2018-02-13";9570
"ATM5";"2018-02-14";6990
"ATM5";"2018-02-15";4980
"ATM5";"2018-02-16";2930
"ATM5";"2018-02-17";6010
"ATM5";"2018-02-18";2550
"ATM5";"2018-02-19";1640
"ATM5";"2018-02-20";4080
"ATM5";"2018-02-21";5100
"ATM5";"2018-02-22";6210
"ATM5";"2018-02-23";8340
"ATM5";"2018-02-24";5430
"ATM5";"2018-02-25";1880
"ATM5";"2018-02-26";6350
"ATM5";"2018-02-27";4860
"ATM5";"2018-02-28";3720
"ATM5";"2018-03-01";4440
"ATM5";"2018-03-02";13930
"ATM5";"2018-03-03";1880
"ATM5";"2018-03-04";1540
"ATM5";"2018-03-05";3990
"ATM5";"2018-03-06";1210
"ATM5";"2018-03-07";5280
"ATM5";"2018-03-08";3970
"ATM5";"2018-03-09";6660
"ATM5";"2018-03-10";9480
"ATM5";"2018-03-11";4470
"ATM5";"2018-03-12";6640
"ATM5";"2018-03-13";3260
"ATM5";"2018-03-14";6730
"ATM5";"2018-03-15";2050
"ATM5";"2018-03-16";10760
"ATM5";"2018-03-17";8640
"ATM5";"2018-03-18";4730
"ATM5";"2018-03-19";13270
"ATM5";"2018-03-20";7140
"ATM5";"2018-03-21";8610
"ATM5";"2018-03-22";10940
"ATM5";"2018-03-23";8190
"ATM5";"2018-03-24";7700
"ATM5";"2018-03-25";2870
"ATM5";"2018-03-26";10080
"ATM5";"2018-03-27";6980
"ATM5";"2018-03-28";5990
"ATM5";"2018-03-29";10440
"ATM5";"2018-03-30";9380
"ATM5";"2018-03-31";4160
"ATM5";"2018-04-01";4390
"ATM5";"2018-04-02";4570
"ATM5";"2018-04-03";12260
"ATM5";"2018-04-04";9700
"ATM5";"2018-04-05";8310
"ATM5";"2018-04-06";7970
"ATM5";"2018-04-07";6380
"ATM5";"2018-04-08";6050
"ATM5";"2018-04-09";9260
"ATM5";"2018-04-10";8860
"ATM5";"2018-04-11";5870
"ATM5";"2018-04-12";8320
"ATM5";"2018-04-13";11600
"ATM5";"2018-04-14";6410
"ATM5";"2018-04-15";6510
"ATM5";"2018-04-16";5490
"ATM5";"2018-04-17";9320
"ATM5";"2018-04-18";8530
"ATM5";"2018-04-19";10020
"ATM5";"2018-04-20";9650
"ATM5";"2018-04-21";9100
"ATM5";"2018-04-22";10470
"ATM5";"2018-04-23";12340
"ATM5";"2018-04-24";14900
"ATM5";"2018-04-25";4430
"ATM5";"2018-04-26";13470
"ATM5";"2018-04-27";14320
"ATM5";"2018-04-28";17920
"ATM5";"2018-04-29";14280
"ATM5";"2018-04-30";20710
"ATM5";"2018-05-01";29610
"ATM5";"2018-05-02";22500
"ATM5";"2018-05-03";18880
"ATM5";"2018-05-04";20390
"ATM5";"2018-05-05";18940
"ATM5";"2018-05-06";14500
"ATM5";"2018-05-07";12690
"ATM5";"2018-05-08";10120
"ATM5";"2018-05-09";13940
"ATM5";"2018-05-10";21150
"ATM5";"2018-05-11";17080
"ATM5";"2018-05-12";17130
"ATM5";"2018-05-13";13250
"ATM5";"2018-05-14";15720
"ATM5";"2018-05-15";11810
"ATM5";"2018-05-16";14010
"ATM5";"2018-05-17";11140
"ATM5";"2018-05-18";24990
"ATM5";"2018-05-19";25880
"ATM5";"2018-05-20";13920
"ATM5";"2018-05-21";22860
"ATM5";"2018-05-22";14350
"ATM5";"2018-05-23";12570
"ATM5";"2018-05-24";27620
"ATM5";"2018-05-25";27520
"ATM5";"2018-05-26";12600
"ATM5";"2018-05-27";9130
"ATM5";"2018-05-28";16440
"ATM5";"2018-05-29";17520
"ATM5";"2018-05-30";18580
"ATM5";"2018-05-31";21820
"ATM5";"2018-06-01";32770
"ATM5";"2018-06-02";24040
"ATM5";"2018-06-03";31710
"ATM5";"2018-06-04";29070
"ATM5";"2018-06-05";17270
"ATM5";"2018-06-06";13980
"ATM5";"2018-06-07";26120
"ATM5";"2018-06-08";21930
"ATM5";"2018-06-09";26190
"ATM5";"2018-06-10";11430
"ATM5";"2018-06-11";17510
"ATM5";"2018-06-12";15100
"ATM5";"2018-06-13";13860
"ATM5";"2018-06-14";15420
"ATM5";"2018-06-15";13110
"ATM5";"2018-06-16";13750
"ATM5";"2018-06-17";19940
"ATM5";"2018-06-18";13630
"ATM5";"2018-06-19";22280
"ATM5";"2018-06-20";20460
"ATM5";"2018-06-21";15950
"ATM5";"2018-06-22";17320
"ATM5";"2018-06-23";16570
"ATM5";"2018-06-24";19220
"ATM5";"2018-06-25";11090
"ATM5";"2018-06-26";7790
"ATM5";"2018-06-27";9750
"ATM5";"2018-06-28";27250
"ATM5";"2018-06-29";21570
"ATM5";"2018-06-30";25110
"ATM5";"2018-07-01";24390
"ATM5";"2018-07-02";32280
"ATM5";"2018-07-03";21400
"ATM5";"2018-07-04";17660
"ATM5";"2018-07-05";32900
"ATM5";"2018-07-06";37050
"ATM5";"2018-07-07";32770
"ATM5";"2018-07-08";36670
"ATM5";"2018-07-09";27050
"ATM5";"2018-07-10";50410
"ATM5";"2018-07-11";33820
"ATM5";"2018-07-12";22760
"ATM5";"2018-07-13";38490
"ATM5";"2018-07-14";44130
"ATM5";"2018-07-15";47630
"ATM5";"2018-07-16";53240
"ATM5";"2018-07-17";35930
"ATM5";"2018-07-18";40700
"ATM5";"2018-07-19";37650
"ATM5";"2018-07-20";39440
"ATM5";"2018-07-21";54630
"ATM5";"2018-07-22";55980
"ATM5";"2018-07-23";33550
"ATM5";"2018-07-24";58200
"ATM5";"2018-07-25";30760
"ATM5";"2018-07-26";43290
"ATM5";"2018-07-27";46860
"ATM5";"2018-07-28";53990
"ATM5";"2018-07-29";50670
"ATM5";"2018-07-30";17760
"ATM5";"2018-07-31";21630
"ATM5";"2018-08-01";41820
"ATM5";"2018-08-02";41230
"ATM5";"2018-08-03";55040
"ATM5";"2018-08-04";54200
"ATM5";"2018-08-05";43170
"ATM5";"2018-08-06";44990
"ATM5";"2018-08-07";36570
"ATM5";"2018-08-08";39820
"ATM5";"2018-08-09";44710
"ATM5";"2018-08-10";73080
"ATM5";"2018-08-11";48350
"ATM5";"2018-08-12";47420
"ATM5";"2018-08-13";36120
"ATM5";"2018-08-14";36780
"ATM5";"2018-08-15";40760
"ATM5";"2018-08-16";39730
"ATM5";"2018-08-17";39750
"ATM5";"2018-08-18";49130
"ATM5";"2018-08-19";29120
"ATM5";"2018-08-20";27930
"ATM5";"2018-08-21";34620
"ATM5";"2018-08-22";24630
"ATM5";"2018-08-23";19260
"ATM5";"2018-08-24";33660
"ATM5";"2018-08-25";19550
"ATM5";"2018-08-26";14610
"ATM5";"2018-08-27";18620
"ATM5";"2018-08-28";12670
"ATM5";"2018-08-29";12480
"ATM5";"2018-08-30";15900
"ATM5";"2018-08-31";17180
"ATM5";"2018-09-01";18240
"ATM5";"2018-09-02";14460
"ATM5";"2018-09-03";27280
"ATM5";"2018-09-04";18210
"ATM5";"2018-09-05";18020
"ATM5";"2018-09-06";14120
"ATM5";"2018-09-07";22960
"ATM5";"2018-09-08";22130
"ATM5";"2018-09-09";16270
"ATM5";"2018-09-10";17070
"ATM5";"2018-09-11";13140
"ATM5";"2018-09-12";11340
"ATM5";"2018-09-13";13310
"ATM5";"2018-09-14";17100
"ATM5";"2018-09-15";12000
"ATM5";"2018-09-16";12460
"ATM5";"2018-09-17";11060
"ATM5";"2018-09-18";20930
"ATM5";"2018-09-19";16360
"ATM5";"2018-09-20";14700
"ATM5";"2018-09-21";11760
"ATM5";"2018-09-22";14670
"ATM5";"2018-09-23";7650
"ATM5";"2018-09-24";9860
"ATM5";"2018-09-25";13580
"ATM5";"2018-09-26";8320
"ATM5";"2018-09-27";9710
"ATM5";"2018-09-28";15170
"ATM5";"2018-09-29";10500
"ATM5";"2018-09-30";9410
"ATM5";"2018-10-01";11180
"ATM5";"2018-10-02";13470
"ATM5";"2018-10-03";13470
"ATM5";"2018-10-04";7520
"ATM5";"2018-10-05";9170
"ATM5";"2018-10-06";11300
"ATM5";"2018-10-07";7390
"ATM5";"2018-10-08";8360
"ATM5";"2018-10-09";12710
"ATM5";"2018-10-10";10190
"ATM5";"2018-10-11";12180
"ATM5";"2018-10-12";9050
"ATM5";"2018-10-13";10080
"ATM5";"2018-10-14";7430
"ATM5";"2018-10-15";11540
"ATM5";"2018-10-16";13750
"ATM5";"2018-10-17";12910
"ATM5";"2018-10-18";7360
"ATM5";"2018-10-19";7590
"ATM5";"2018-10-20";12220
"ATM5";"2018-10-21";5950
"ATM5";"2018-10-22";16060
"ATM5";"2018-10-23";8860
"ATM5";"2018-10-24";10460
"ATM5";"2018-10-25";3920
"ATM5";"2018-10-26";5140
"ATM5";"2018-10-27";9200
"ATM5";"2018-10-28";3200
"ATM5";"2018-10-29";8840
"ATM5";"2018-10-30";8830
"ATM5";"2018-10-31";9230
"ATM5";"2018-11-01";7020
"ATM5";"2018-11-02";6890
"ATM5";"2018-11-03";5420
"ATM5";"2018-11-04";1430
"ATM5";"2018-11-05";8340
"ATM5";"2018-11-06";8730
"ATM5";"2018-11-07";4140
"ATM5";"2018-11-08";9280
"ATM5";"2018-11-09";11410
"ATM5";"2018-11-10";5000
"ATM5";"2018-11-11";4170
"ATM5";"2018-11-12";7390
"ATM5";"2018-11-13";4320
"ATM5";"2018-11-14";9200
"ATM5";"2018-11-15";4540
"ATM5";"2018-11-16";7840
"ATM5";"2018-11-17";6850
"ATM5";"2018-11-18";2200
"ATM5";"2018-11-19";6260
"ATM5";"2018-11-20";6970
"ATM5";"2018-11-21";3700
"ATM5";"2018-11-22";3530
"ATM5";"2018-11-23";5400
"ATM5";"2018-11-24";5020
"ATM5";"2018-11-25";4360
"ATM5";"2018-11-26";4590
"ATM5";"2018-11-27";2880
"ATM5";"2018-11-28";4520
"ATM5";"2018-11-29";6000
"ATM5";"2018-11-30";5600
"ATM5";"2018-12-01";6120
"ATM5";"2018-12-02";1250
"ATM5";"2018-12-03";9520
"ATM5";"2018-12-04";11500
"ATM5";"2018-12-05";3440
"ATM5";"2018-12-06";4730
"ATM5";"2018-12-07";2830
"ATM5";"2018-12-08";4130
"ATM5";"2018-12-09";300
"ATM5";"2018-12-10";7940
"ATM5";"2018-12-11";8450
"ATM5";"2018-12-12";5730
"ATM5";"2018-12-13";5310
"ATM5";"2018-12-14";14150
"ATM5";"2018-12-15";8800
"ATM5";"2018-12-16";600
"ATM5";"2018-12-17";6670
"ATM5";"2018-12-18";4610
"ATM5";"2018-12-19";5550
"ATM5";"2018-12-20";3920
"ATM5";"2018-12-21";12310
"ATM5";"2018-12-22";11720
"ATM5";"2018-12-23";5000
"ATM5";"2018-12-24";3760
"ATM5";"2018-12-25";1270
"ATM5";"2018-12-26";3100
"ATM5";"2018-12-27";5740
"ATM5";"2018-12-28";4440
"ATM5";"2018-12-29";6030
"ATM5";"2018-12-30";5770
"ATM5";"2018-12-31";3440
"ATM5";"2019-01-01";1700
"ATM5";"2019-01-02";2690
"ATM5";"2019-01-03";8130
"ATM5";"2019-01-04";3750
"ATM5";"2019-01-05";2780
"ATM5";"2019-01-06";2540
"ATM5";"2019-01-07";5140
"ATM5";"2019-01-08";7510
"ATM5";"2019-01-09";2510
"ATM5";"2019-01-10";4510
"ATM5";"2019-01-11";6110
"ATM5";"2019-01-12";5130
"ATM5";"2019-01-13";1600
"ATM5";"2019-01-14";6760
"ATM5";"2019-01-15";6680
"ATM5";"2019-01-16";7510
"ATM5";"2019-01-17";3860
"ATM5";"2019-01-18";8720
"ATM5";"2019-01-19";2200
"ATM5";"2019-01-20";2750
"ATM5";"2019-01-21";6250
"ATM5";"2019-01-22";4710
"ATM5";"2019-01-23";3870
"ATM5";"2019-01-24";5630
"ATM5";"2019-01-25";6050
"ATM5";"2019-01-26";740
"ATM5";"2019-01-27";2510
"ATM5";"2019-01-28";6530
"ATM5";"2019-01-29";4350
"ATM5";"2019-01-30";10050
"ATM5";"2019-01-31";4220
"ATM5";"2019-02-01";8510
"ATM5";"2019-02-02";3370
"ATM5";"2019-02-03";1800
"ATM5";"2019-02-04";5770
"ATM5";"2019-02-05";6480
"ATM5";"2019-02-06";8820
"ATM5";"2019-02-07";3740
"ATM5";"2019-02-08";14960
"ATM5";"2019-02-09";3250
"ATM5";"2019-02-10";6150
"ATM5";"2019-02-11";8810
"ATM5";"2019-02-12";10150
"ATM5";"2019-02-13";11650
"ATM5";"2019-02-14";7380
"ATM5";"2019-02-15";11400
"ATM5";"2019-02-16";8900
"ATM5";"2019-02-17";8990
"ATM5";"2019-02-18";7870
"ATM5";"2019-02-19";5260
"ATM5";"2019-02-20";8070
"ATM5";"2019-02-21";8470
"ATM5";"2019-02-22";21940
"ATM5";"2019-02-23";80
"ATM5";"2019-02-24";980
"ATM5";"2019-02-25";17320
"ATM5";"2019-02-26";5380
"ATM5";"2019-02-27";5840
"ATM5";"2019-02-28";8740
"ATM5";"2019-03-01";13400
"ATM5";"2019-03-02";4610
"ATM5";"2019-03-03";2310
"ATM5";"2019-03-04";10590
"ATM5";"2019-03-05";3950
"ATM5";"2019-03-06";13430
"ATM5";"2019-03-07";10980
"ATM5";"2019-03-08";12500
"ATM5";"2019-03-09";2500
"ATM5";"2019-03-10";5730
"ATM5";"2019-03-11";7590
"ATM5";"2019-03-12";5830
"ATM5";"2019-03-13";5170
"ATM5";"2019-03-14";5810
"ATM5";"2019-03-15";10220
"ATM5";"2019-03-16";4600
"ATM5";"2019-03-17";1840
"ATM5";"2019-03-18";8370
"ATM5";"2019-03-19";7900
"ATM5";"2019-03-20";15030
"ATM5";"2019-03-21";5650
"ATM5";"2019-03-22";11310
"ATM5";"2019-03-23";9450
"ATM5";"2019-03-24";2590
"ATM5";"2019-03-25";5250
"ATM5";"2019-03-26";10930
"ATM5";"2019-03-27";6110
"ATM5";"2019-03-28";8840
"ATM5";"2019-03-29";11210
"ATM5";"2019-03-30";7710
"ATM5";"2019-03-31";2740
"ATM5";"2019-04-01";14810
"ATM5";"2019-04-02";5270
"ATM5";"2019-04-03";8250
"ATM5";"2019-04-04";9980
