"Atm";"ProcessDate";"Withdrawal"
"ATM2";"2017-03-25";31240
"ATM2";"2017-03-26";16450
"ATM2";"2017-03-27";5500
"ATM2";"2017-03-28";7250
"ATM2";"2017-03-29";3050
"ATM2";"2017-03-30";4080
"ATM2";"2017-03-31";16640
"ATM2";"2017-04-01";47690
"ATM2";"2017-04-02";25650
"ATM2";"2017-04-03";5960
"ATM2";"2017-04-04";9870
"ATM2";"2017-04-05";6020
"ATM2";"2017-04-06";11250
"ATM2";"2017-04-07";16960
"ATM2";"2017-04-08";37870
"ATM2";"2017-04-09";6080
"ATM2";"2017-04-10";570
"ATM2";"2017-04-11";7410
"ATM2";"2017-04-12";4250
"ATM2";"2017-04-13";8230
"ATM2";"2017-04-14";19940
"ATM2";"2017-04-15";9430
"ATM2";"2017-04-16";22920
"ATM2";"2017-04-17";11300
"ATM2";"2017-04-18";6500
"ATM2";"2017-04-19";11120
"ATM2";"2017-04-20";12780
"ATM2";"2017-04-21";13650
"ATM2";"2017-04-22";21690
"ATM2";"2017-04-23";13110
"ATM2";"2017-04-24";8610
"ATM2";"2017-04-25";6760
"ATM2";"2017-04-26";21790
"ATM2";"2017-04-27";18130
"ATM2";"2017-04-28";27840
"ATM2";"2017-04-29";29490
"ATM2";"2017-04-30";71370
"ATM2";"2017-05-01";19450
"ATM2";"2017-05-02";23390
"ATM2";"2017-05-03";70230
"ATM2";"2017-05-04";23420
"ATM2";"2017-05-05";26570
"ATM2";"2017-05-06";35130
"ATM2";"2017-05-07";13220
"ATM2";"2017-05-08";2140
"ATM2";"2017-05-09";10420
"ATM2";"2017-05-10";6750
"ATM2";"2017-05-11";18760
"ATM2";"2017-05-12";19390
"ATM2";"2017-05-13";26820
"ATM2";"2017-05-14";37300
"ATM2";"2017-05-15";18180
"ATM2";"2017-05-16";6850
"ATM2";"2017-05-17";15360
"ATM2";"2017-05-18";18760
"ATM2";"2017-05-19";34500
"ATM2";"2017-05-20";46130
"ATM2";"2017-05-21";28430
"ATM2";"2017-05-22";14640
"ATM2";"2017-05-23";8060
"ATM2";"2017-05-24";17570
"ATM2";"2017-05-25";17280
"ATM2";"2017-05-26";33450
"ATM2";"2017-05-27";52610
"ATM2";"2017-05-28";37540
"ATM2";"2017-05-29";11820
"ATM2";"2017-05-30";9510
"ATM2";"2017-05-31";11000
"ATM2";"2017-06-01";15960
"ATM2";"2017-06-02";25410
"ATM2";"2017-06-03";52520
"ATM2";"2017-06-04";20970
"ATM2";"2017-06-05";22600
"ATM2";"2017-06-06";18360
"ATM2";"2017-06-07";14450
"ATM2";"2017-06-08";22730
"ATM2";"2017-06-09";28670
"ATM2";"2017-06-10";33680
"ATM2";"2017-06-11";28000
"ATM2";"2017-06-12";7110
"ATM2";"2017-06-13";15460
"ATM2";"2017-06-14";18750
"ATM2";"2017-06-15";53940
"ATM2";"2017-06-16";42360
"ATM2";"2017-06-17";56080
"ATM2";"2017-06-18";47220
"ATM2";"2017-06-19";27080
"ATM2";"2017-06-20";30130
"ATM2";"2017-06-21";23790
"ATM2";"2017-06-22";23030
"ATM2";"2017-06-23";29920
"ATM2";"2017-06-24";58830
"ATM2";"2017-06-25";37580
"ATM2";"2017-06-26";33350
"ATM2";"2017-06-27";32150
"ATM2";"2017-06-28";37390
"ATM2";"2017-06-29";40790
"ATM2";"2017-06-30";35470
"ATM2";"2017-07-01";57530
"ATM2";"2017-07-02";66800
"ATM2";"2017-07-03";46940
"ATM2";"2017-07-04";26060
"ATM2";"2017-07-05";25780
"ATM2";"2017-07-06";54890
"ATM2";"2017-07-07";60810
"ATM2";"2017-07-08";62430
"ATM2";"2017-07-09";58580
"ATM2";"2017-07-10";31500
"ATM2";"2017-07-11";58850
"ATM2";"2017-07-12";36720
"ATM2";"2017-07-13";55160
"ATM2";"2017-07-14";69090
"ATM2";"2017-07-15";81540
"ATM2";"2017-07-16";79470
"ATM2";"2017-07-17";57930
"ATM2";"2017-07-18";51680
"ATM2";"2017-07-19";72840
"ATM2";"2017-07-20";74500
"ATM2";"2017-07-21";33960
"ATM2";"2017-07-22";97120
"ATM2";"2017-07-23";78310
"ATM2";"2017-07-24";62910
"ATM2";"2017-07-25";52000
"ATM2";"2017-07-26";23520
"ATM2";"2017-07-27";30780
"ATM2";"2017-07-28";58430
"ATM2";"2017-07-29";82240
"ATM2";"2017-07-30";64900
"ATM2";"2017-07-31";60420
"ATM2";"2017-08-01";50270
"ATM2";"2017-08-02";78210
"ATM2";"2017-08-03";52940
"ATM2";"2017-08-04";62330
"ATM2";"2017-08-05";84240
"ATM2";"2017-08-06";67140
"ATM2";"2017-08-07";49820
"ATM2";"2017-08-08";53880
"ATM2";"2017-08-09";51520
"ATM2";"2017-08-10";61270
"ATM2";"2017-08-11";58820
"ATM2";"2017-08-12";66140
"ATM2";"2017-08-13";69280
"ATM2";"2017-08-14";76530
"ATM2";"2017-08-15";61990
"ATM2";"2017-08-16";33530
"ATM2";"2017-08-17";58740
"ATM2";"2017-08-18";48930
"ATM2";"2017-08-19";64270
"ATM2";"2017-08-20";49590
"ATM2";"2017-08-21";23380
"ATM2";"2017-08-22";20480
"ATM2";"2017-08-23";34600
"ATM2";"2017-08-24";34510
"ATM2";"2017-08-25";60000
"ATM2";"2017-08-26";60810
"ATM2";"2017-08-27";21830
"ATM2";"2017-08-28";26440
"ATM2";"2017-08-29";22330
"ATM2";"2017-08-30";33260
"ATM2";"2017-08-31";44890
"ATM2";"2017-09-01";46310
"ATM2";"2017-09-02";29290
"ATM2";"2017-09-03";29460
"ATM2";"2017-09-04";17030
"ATM2";"2017-09-05";20420
"ATM2";"2017-09-06";11840
"ATM2";"2017-09-07";4200
"ATM2";"2017-09-08";25190
"ATM2";"2017-09-09";51050
"ATM2";"2017-09-10";21220
"ATM2";"2017-09-11";23710
"ATM2";"2017-09-12";24750
"ATM2";"2017-09-13";20300
"ATM2";"2017-09-14";23300
"ATM2";"2017-09-15";28620
"ATM2";"2017-09-16";44200
"ATM2";"2017-09-17";25950
"ATM2";"2017-09-18";14320
"ATM2";"2017-09-19";20370
"ATM2";"2017-09-20";18990
"ATM2";"2017-09-21";21670
"ATM2";"2017-09-22";17450
"ATM2";"2017-09-23";41980
"ATM2";"2017-09-24";39350
"ATM2";"2017-09-25";18110
"ATM2";"2017-09-26";19170
"ATM2";"2017-09-27";44540
"ATM2";"2017-09-28";24250
"ATM2";"2017-09-29";33290
"ATM2";"2017-09-30";43600
"ATM2";"2017-10-01";34250
"ATM2";"2017-10-02";11810
"ATM2";"2017-10-03";18060
"ATM2";"2017-10-04";9550
"ATM2";"2017-10-05";5830
"ATM2";"2017-10-06";21080
"ATM2";"2017-10-07";20430
"ATM2";"2017-10-08";16870
"ATM2";"2017-10-09";5850
"ATM2";"2017-10-10";10400
"ATM2";"2017-10-11";10380
"ATM2";"2017-10-12";7490
"ATM2";"2017-10-13";18190
"ATM2";"2017-10-14";22280
"ATM2";"2017-10-15";26520
"ATM2";"2017-10-16";7280
"ATM2";"2017-10-17";16920
"ATM2";"2017-10-18";10450
"ATM2";"2017-10-19";23970
"ATM2";"2017-10-20";14270
"ATM2";"2017-10-21";28520
"ATM2";"2017-10-22";12860
"ATM2";"2017-10-23";6870
"ATM2";"2017-10-24";9040
"ATM2";"2017-10-25";8820
"ATM2";"2017-10-26";6890
"ATM2";"2017-10-27";6740
"ATM2";"2017-10-28";7540
"ATM2";"2017-10-29";5840
"ATM2";"2017-10-30";5290
"ATM2";"2017-10-31";4870
"ATM2";"2017-11-01";4420
"ATM2";"2017-11-02";2670
"ATM2";"2017-11-03";6500
"ATM2";"2017-11-04";23500
"ATM2";"2017-11-05";20540
"ATM2";"2017-11-06";3480
"ATM2";"2017-11-07";6540
"ATM2";"2017-11-08";4480
"ATM2";"2017-11-09";4880
"ATM2";"2017-11-10";11000
"ATM2";"2017-11-11";9700
"ATM2";"2017-11-12";18630
"ATM2";"2017-11-13";4430
"ATM2";"2017-11-14";6400
"ATM2";"2017-11-15";4380
"ATM2";"2017-11-16";7750
"ATM2";"2017-11-17";3010
"ATM2";"2017-11-18";11850
"ATM2";"2017-11-19";12600
"ATM2";"2017-11-20";3280
"ATM2";"2017-11-21";4720
"ATM2";"2017-11-22";3450
"ATM2";"2017-11-23";16410
"ATM2";"2017-11-24";6820
"ATM2";"2017-11-25";17180
"ATM2";"2017-11-26";7140
"ATM2";"2017-11-27";5790
"ATM2";"2017-11-28";2200
"ATM2";"2017-11-29";5930
"ATM2";"2017-11-30";5060
"ATM2";"2017-12-01";15440
"ATM2";"2017-12-02";20290
"ATM2";"2017-12-03";8420
"ATM2";"2017-12-04";3910
"ATM2";"2017-12-05";12250
"ATM2";"2017-12-06";8680
"ATM2";"2017-12-07";3110
"ATM2";"2017-12-08";4760
"ATM2";"2017-12-09";12140
"ATM2";"2017-12-10";10600
"ATM2";"2017-12-11";1300
"ATM2";"2017-12-12";1970
"ATM2";"2017-12-13";2590
"ATM2";"2017-12-14";3350
"ATM2";"2017-12-15";2910
"ATM2";"2017-12-16";10290
"ATM2";"2017-12-17";9400
"ATM2";"2017-12-18";5580
"ATM2";"2017-12-19";2400
"ATM2";"2017-12-20";2730
"ATM2";"2017-12-21";4370
"ATM2";"2017-12-22";3420
"ATM2";"2017-12-23";4140
"ATM2";"2017-12-24";3940
"ATM2";"2017-12-25";7970
"ATM2";"2017-12-26";9280
"ATM2";"2017-12-27";10810
"ATM2";"2017-12-28";3530
"ATM2";"2017-12-29";18500
"ATM2";"2017-12-30";25360
"ATM2";"2017-12-31";31100
"ATM2";"2018-01-01";22450
"ATM2";"2018-01-02";10980
"ATM2";"2018-01-03";3830
"ATM2";"2018-01-04";4050
"ATM2";"2018-01-05";3070
"ATM2";"2018-01-06";16670
"ATM2";"2018-01-07";17430
"ATM2";"2018-01-08";3160
"ATM2";"2018-01-09";3770
"ATM2";"2018-01-10";7150
"ATM2";"2018-01-11";1970
"ATM2";"2018-01-12";3170
"ATM2";"2018-01-13";14980
"ATM2";"2018-01-14";11940
"ATM2";"2018-01-15";6140
"ATM2";"2018-01-16";2990
"ATM2";"2018-01-17";5380
"ATM2";"2018-01-18";7640
"ATM2";"2018-01-19";11620
"ATM2";"2018-01-20";6910
"ATM2";"2018-01-21";7200
"ATM2";"2018-01-22";9310
"ATM2";"2018-01-23";8680
"ATM2";"2018-01-24";8280
"ATM2";"2018-01-25";7080
"ATM2";"2018-01-26";8030
"ATM2";"2018-01-27";22990
"ATM2";"2018-01-28";13640
"ATM2";"2018-01-29";1450
"ATM2";"2018-01-30";5400
"ATM2";"2018-01-31";5110
"ATM2";"2018-02-01";10070
"ATM2";"2018-02-02";11490
"ATM2";"2018-02-03";13610
"ATM2";"2018-02-04";12650
"ATM2";"2018-02-05";4560
"ATM2";"2018-02-06";7260
"ATM2";"2018-02-07";7000
"ATM2";"2018-02-08";4330
"ATM2";"2018-02-09";11680
"ATM2";"2018-02-10";15150
"ATM2";"2018-02-11";13720
"ATM2";"2018-02-12";8000
"ATM2";"2018-02-13";3800
"ATM2";"2018-02-14";8980
"ATM2";"2018-02-15";9070
"ATM2";"2018-02-16";21580
"ATM2";"2018-02-17";12540
"ATM2";"2018-02-18";15470
"ATM2";"2018-02-19";7620
"ATM2";"2018-02-20";5470
"ATM2";"2018-02-21";8660
"ATM2";"2018-02-22";3610
"ATM2";"2018-02-23";9880
"ATM2";"2018-02-24";8600
"ATM2";"2018-02-25";10970
"ATM2";"2018-02-26";5240
"ATM2";"2018-02-27";1820
"ATM2";"2018-02-28";5000
"ATM2";"2018-03-01";3910
"ATM2";"2018-03-02";5590
"ATM2";"2018-03-03";9420
"ATM2";"2018-03-04";11470
"ATM2";"2018-03-05";2750
"ATM2";"2018-03-06";10250
"ATM2";"2018-03-07";2350
"ATM2";"2018-03-08";7580
"ATM2";"2018-03-09";8860
"ATM2";"2018-03-10";17690
"ATM2";"2018-03-11";16340
"ATM2";"2018-03-12";5920
"ATM2";"2018-03-13";3420
"ATM2";"2018-03-14";1400
"ATM2";"2018-03-15";4030
"ATM2";"2018-03-16";5560
"ATM2";"2018-03-17";8190
"ATM2";"2018-03-18";11670
"ATM2";"2018-03-19";7330
"ATM2";"2018-03-20";2800
"ATM2";"2018-03-21";6450
"ATM2";"2018-03-22";4900
"ATM2";"2018-03-23";6400
"ATM2";"2018-03-24";16920
"ATM2";"2018-03-25";14970
"ATM2";"2018-03-26";1870
"ATM2";"2018-03-27";5100
"ATM2";"2018-03-28";2420
"ATM2";"2018-03-29";1520
"ATM2";"2018-03-30";13600
"ATM2";"2018-03-31";13720
"ATM2";"2018-04-01";14500
"ATM2";"2018-04-02";17300
"ATM2";"2018-04-03";7870
"ATM2";"2018-04-04";7880
"ATM2";"2018-04-05";11590
"ATM2";"2018-04-06";7250
"ATM2";"2018-04-07";33530
"ATM2";"2018-04-08";39690
"ATM2";"2018-04-09";13810
"ATM2";"2018-04-10";8070
"ATM2";"2018-04-11";7660
"ATM2";"2018-04-12";7020
"ATM2";"2018-04-13";20140
"ATM2";"2018-04-14";30560
"ATM2";"2018-04-15";28480
"ATM2";"2018-04-16";7180
"ATM2";"2018-04-17";11130
"ATM2";"2018-04-18";11940
"ATM2";"2018-04-19";15490
"ATM2";"2018-04-20";30830
"ATM2";"2018-04-21";44910
"ATM2";"2018-04-22";5610
"ATM2";"2018-04-23";6070
"ATM2";"2018-04-24";12630
"ATM2";"2018-04-25";4290
"ATM2";"2018-04-26";8080
"ATM2";"2018-04-27";21210
"ATM2";"2018-04-28";56560
"ATM2";"2018-04-29";59100
"ATM2";"2018-04-30";66660
"ATM2";"2018-05-01";13740
"ATM2";"2018-05-02";52510
"ATM2";"2018-05-03";81560
"ATM2";"2018-05-04";45880
"ATM2";"2018-05-05";39940
"ATM2";"2018-05-06";24720
"ATM2";"2018-05-07";12630
"ATM2";"2018-05-08";12710
"ATM2";"2018-05-09";11550
"ATM2";"2018-05-10";21060
"ATM2";"2018-05-11";12370
"ATM2";"2018-05-12";32660
"ATM2";"2018-05-13";34800
"ATM2";"2018-05-14";10350
"ATM2";"2018-05-15";6650
"ATM2";"2018-05-16";4680
"ATM2";"2018-05-17";4720
"ATM2";"2018-05-18";23200
"ATM2";"2018-05-19";33360
"ATM2";"2018-05-20";31840
"ATM2";"2018-05-21";15410
"ATM2";"2018-05-22";9010
"ATM2";"2018-05-23";18090
"ATM2";"2018-05-24";14090
"ATM2";"2018-05-25";26260
"ATM2";"2018-05-26";35470
"ATM2";"2018-05-27";30700
"ATM2";"2018-05-28";13940
"ATM2";"2018-05-29";6550
"ATM2";"2018-05-30";10810
"ATM2";"2018-05-31";51390
"ATM2";"2018-06-01";48340
"ATM2";"2018-06-02";53130
"ATM2";"2018-06-03";33920
"ATM2";"2018-06-04";10830
"ATM2";"2018-06-05";5300
"ATM2";"2018-06-06";16440
"ATM2";"2018-06-07";16300
"ATM2";"2018-06-08";24310
"ATM2";"2018-06-09";47230
"ATM2";"2018-06-10";51770
"ATM2";"2018-06-11";12190
"ATM2";"2018-06-12";12550
"ATM2";"2018-06-13";9940
"ATM2";"2018-06-14";20050
"ATM2";"2018-06-15";44600
"ATM2";"2018-06-16";46330
"ATM2";"2018-06-17";33780
"ATM2";"2018-06-18";15920
"ATM2";"2018-06-19";14890
"ATM2";"2018-06-20";35930
"ATM2";"2018-06-21";6690
"ATM2";"2018-06-22";17390
"ATM2";"2018-06-23";36770
"ATM2";"2018-06-24";24440
"ATM2";"2018-06-25";21910
"ATM2";"2018-06-26";26720
"ATM2";"2018-06-27";27800
"ATM2";"2018-06-28";37840
"ATM2";"2018-06-29";28220
"ATM2";"2018-06-30";32180
"ATM2";"2018-07-01";20430
"ATM2";"2018-07-02";31890
"ATM2";"2018-07-03";43070
"ATM2";"2018-07-04";41930
"ATM2";"2018-07-05";49050
"ATM2";"2018-07-06";77640
"ATM2";"2018-07-07";60280
"ATM2";"2018-07-08";68870
"ATM2";"2018-07-09";57020
"ATM2";"2018-07-10";37590
"ATM2";"2018-07-11";52650
"ATM2";"2018-07-12";41640
"ATM2";"2018-07-13";35080
"ATM2";"2018-07-14";56880
"ATM2";"2018-07-15";70000
"ATM2";"2018-07-16";45610
"ATM2";"2018-07-17";26760
"ATM2";"2018-07-18";49190
"ATM2";"2018-07-19";44750
"ATM2";"2018-07-20";80070
"ATM2";"2018-07-21";88880
"ATM2";"2018-07-22";65310
"ATM2";"2018-07-23";77940
"ATM2";"2018-07-24";73940
"ATM2";"2018-07-25";71570
"ATM2";"2018-07-26";72630
"ATM2";"2018-07-27";87600
"ATM2";"2018-07-28";69980
"ATM2";"2018-07-29";41290
"ATM2";"2018-07-30";51600
"ATM2";"2018-07-31";45450
"ATM2";"2018-08-01";43120
"ATM2";"2018-08-02";45780
"ATM2";"2018-08-03";65720
"ATM2";"2018-08-04";58440
"ATM2";"2018-08-05";53730
"ATM2";"2018-08-06";45570
"ATM2";"2018-08-07";53810
"ATM2";"2018-08-08";47590
"ATM2";"2018-08-09";46810
"ATM2";"2018-08-10";48090
"ATM2";"2018-08-11";43250
"ATM2";"2018-08-12";48740
"ATM2";"2018-08-13";54450
"ATM2";"2018-08-14";35870
"ATM2";"2018-08-15";67280
"ATM2";"2018-08-16";56500
"ATM2";"2018-08-17";58030
"ATM2";"2018-08-18";61140
"ATM2";"2018-08-19";40220
"ATM2";"2018-08-20";27510
"ATM2";"2018-08-21";33400
"ATM2";"2018-08-22";38150
"ATM2";"2018-08-23";36670
"ATM2";"2018-08-24";22920
"ATM2";"2018-08-25";38360
"ATM2";"2018-08-26";34010
"ATM2";"2018-08-27";31930
"ATM2";"2018-08-28";21090
"ATM2";"2018-08-29";22790
"ATM2";"2018-08-30";37120
"ATM2";"2018-08-31";41700
"ATM2";"2018-09-01";64110
"ATM2";"2018-09-02";45830
"ATM2";"2018-09-03";21220
"ATM2";"2018-09-04";25450
"ATM2";"2018-09-05";23620
"ATM2";"2018-09-06";32860
"ATM2";"2018-09-07";45240
"ATM2";"2018-09-08";48720
"ATM2";"2018-09-09";45480
"ATM2";"2018-09-10";29170
"ATM2";"2018-09-11";18260
"ATM2";"2018-09-12";15540
"ATM2";"2018-09-13";23140
"ATM2";"2018-09-14";32090
"ATM2";"2018-09-15";35230
"ATM2";"2018-09-16";32750
"ATM2";"2018-09-17";19570
"ATM2";"2018-09-18";24990
"ATM2";"2018-09-19";16200
"ATM2";"2018-09-20";26810
"ATM2";"2018-09-21";35050
"ATM2";"2018-09-22";23030
"ATM2";"2018-09-23";31690
"ATM2";"2018-09-24";9630
"ATM2";"2018-09-25";2860
"ATM2";"2018-09-26";11080
"ATM2";"2018-09-27";11630
"ATM2";"2018-09-28";25660
"ATM2";"2018-09-29";60860
"ATM2";"2018-09-30";37830
"ATM2";"2018-10-01";10340
"ATM2";"2018-10-02";10510
"ATM2";"2018-10-03";1910
"ATM2";"2018-10-04";9620
"ATM2";"2018-10-05";15300
"ATM2";"2018-10-06";25900
"ATM2";"2018-10-07";16220
"ATM2";"2018-10-08";6890
"ATM2";"2018-10-09";9370
"ATM2";"2018-10-10";9340
"ATM2";"2018-10-11";11320
"ATM2";"2018-10-12";18140
"ATM2";"2018-10-13";40310
"ATM2";"2018-10-14";34370
"ATM2";"2018-10-15";10370
"ATM2";"2018-10-16";7130
"ATM2";"2018-10-17";9560
"ATM2";"2018-10-18";10770
"ATM2";"2018-10-19";16500
"ATM2";"2018-10-20";21800
"ATM2";"2018-10-21";27740
"ATM2";"2018-10-22";7470
"ATM2";"2018-10-23";3430
"ATM2";"2018-10-24";12250
"ATM2";"2018-10-25";4300
"ATM2";"2018-10-26";15410
"ATM2";"2018-10-27";10550
"ATM2";"2018-10-28";7000
"ATM2";"2018-10-29";6580
"ATM2";"2018-10-30";6510
"ATM2";"2018-10-31";14790
"ATM2";"2018-11-01";18670
"ATM2";"2018-11-02";22690
"ATM2";"2018-11-03";24970
"ATM2";"2018-11-04";9810
"ATM2";"2018-11-05";5560
"ATM2";"2018-11-06";8610
"ATM2";"2018-11-07";4030
"ATM2";"2018-11-08";14150
"ATM2";"2018-11-09";8220
"ATM2";"2018-11-10";20060
"ATM2";"2018-11-11";25580
"ATM2";"2018-11-12";15910
"ATM2";"2018-11-13";2870
"ATM2";"2018-11-14";5640
"ATM2";"2018-11-15";11550
"ATM2";"2018-11-16";8760
"ATM2";"2018-11-17";15570
"ATM2";"2018-11-18";6600
"ATM2";"2018-11-19";1730
"ATM2";"2018-11-20";2350
"ATM2";"2018-11-21";2710
"ATM2";"2018-11-22";4710
"ATM2";"2018-11-23";7900
"ATM2";"2018-11-24";8060
"ATM2";"2018-11-25";7590
"ATM2";"2018-11-26";2360
"ATM2";"2018-11-27";5900
"ATM2";"2018-11-28";7250
"ATM2";"2018-11-29";1170
"ATM2";"2018-11-30";6810
"ATM2";"2018-12-01";12040
"ATM2";"2018-12-02";9190
"ATM2";"2018-12-03";3230
"ATM2";"2018-12-04";1400
"ATM2";"2018-12-05";3900
"ATM2";"2018-12-06";6140
"ATM2";"2018-12-07";5630
"ATM2";"2018-12-08";8260
"ATM2";"2018-12-09";8780
"ATM2";"2018-12-10";2950
"ATM2";"2018-12-11";2070
"ATM2";"2018-12-12";2670
"ATM2";"2018-12-13";6000
"ATM2";"2018-12-14";5350
"ATM2";"2018-12-15";9170
"ATM2";"2018-12-16";4470
"ATM2";"2018-12-17";1540
"ATM2";"2018-12-18";940
"ATM2";"2018-12-19";6650
"ATM2";"2018-12-20";3710
"ATM2";"2018-12-21";3100
"ATM2";"2018-12-22";3880
"ATM2";"2018-12-23";8980
"ATM2";"2018-12-24";1470
"ATM2";"2018-12-25";4420
"ATM2";"2018-12-26";10320
"ATM2";"2018-12-27";7840
"ATM2";"2018-12-28";16810
"ATM2";"2018-12-29";19660
"ATM2";"2018-12-30";14410
"ATM2";"2018-12-31";27730
"ATM2";"2019-01-01";10100
"ATM2";"2019-01-02";1960
"ATM2";"2019-01-03";1130
"ATM2";"2019-01-04";5090
"ATM2";"2019-01-05";9060
"ATM2";"2019-01-06";7370
"ATM2";"2019-01-07";620
"ATM2";"2019-01-08";5110
"ATM2";"2019-01-09";1750
"ATM2";"2019-01-10";3820
"ATM2";"2019-01-11";7160
"ATM2";"2019-01-12";5830
"ATM2";"2019-01-13";15820
"ATM2";"2019-01-14";1900
"ATM2";"2019-01-15";2100
"ATM2";"2019-01-16";2550
"ATM2";"2019-01-17";3100
"ATM2";"2019-01-18";6350
"ATM2";"2019-01-19";13550
"ATM2";"2019-01-20";9750
"ATM2";"2019-01-21";4460
"ATM2";"2019-01-22";5180
"ATM2";"2019-01-23";4910
"ATM2";"2019-01-24";6090
"ATM2";"2019-01-25";9060
"ATM2";"2019-01-26";14180
"ATM2";"2019-01-27";8900
"ATM2";"2019-01-28";7400
"ATM2";"2019-01-29";8590
"ATM2";"2019-01-30";3270
"ATM2";"2019-01-31";6910
"ATM2";"2019-02-01";4210
"ATM2";"2019-02-02";8860
"ATM2";"2019-02-03";26720
"ATM2";"2019-02-04";7760
"ATM2";"2019-02-05";5810
"ATM2";"2019-02-06";4050
"ATM2";"2019-02-07";7210
"ATM2";"2019-02-08";7310
"ATM2";"2019-02-09";11960
"ATM2";"2019-02-10";17110
"ATM2";"2019-02-11";6390
"ATM2";"2019-02-12";4160
"ATM2";"2019-02-13";6760
"ATM2";"2019-02-14";7490
"ATM2";"2019-02-15";11070
"ATM2";"2019-02-16";24570
"ATM2";"2019-02-17";18390
"ATM2";"2019-02-18";7180
"ATM2";"2019-02-19";2170
"ATM2";"2019-02-20";8810
"ATM2";"2019-02-21";2280
"ATM2";"2019-02-22";8650
"ATM2";"2019-02-23";6880
"ATM2";"2019-02-24";13610
"ATM2";"2019-02-25";5840
"ATM2";"2019-02-26";4240
"ATM2";"2019-02-27";14960
"ATM2";"2019-02-28";7440
"ATM2";"2019-03-01";6210
"ATM2";"2019-03-02";18140
"ATM2";"2019-03-03";10400
"ATM2";"2019-03-04";1790
"ATM2";"2019-03-05";2600
"ATM2";"2019-03-06";5850
"ATM2";"2019-03-07";7300
"ATM2";"2019-03-08";10040
"ATM2";"2019-03-09";8050
"ATM2";"2019-03-10";10300
"ATM2";"2019-03-11";5500
"ATM2";"2019-03-12";2620
"ATM2";"2019-03-13";3000
"ATM2";"2019-03-14";3960
"ATM2";"2019-03-15";5280
"ATM2";"2019-03-16";17040
"ATM2";"2019-03-17";12590
"ATM2";"2019-03-18";1760
"ATM2";"2019-03-19";4900
"ATM2";"2019-03-20";3010
"ATM2";"2019-03-21";9070
"ATM2";"2019-03-22";18850
"ATM2";"2019-03-23";22830
"ATM2";"2019-03-24";16440
"ATM2";"2019-03-25";3140
"ATM2";"2019-03-26";2120
"ATM2";"2019-03-27";2990
"ATM2";"2019-03-28";10740
"ATM2";"2019-03-29";17080
"ATM2";"2019-03-30";20570
"ATM2";"2019-03-31";16300
"ATM2";"2019-04-01";7770
